{'store_id': '3863', 'e_id': '2133', 'review_score': '6', 'sales_id': '5790694'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '5', 'sales_id': '5026890'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '3', 'sales_id': '3820380'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '1', 'sales_id': '9845500'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '3', 'sales_id': '331045'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '5', 'sales_id': '2015904'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '4', 'sales_id': '1720354'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '6', 'sales_id': '5070355'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '6', 'sales_id': '5010271'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '4', 'sales_id': '7686758'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '9', 'sales_id': '6112026'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '3012848'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '1438582'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '9', 'sales_id': '5929729'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '6', 'sales_id': '9476302'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '6', 'sales_id': '4106582'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '7', 'sales_id': '7176718'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '8', 'sales_id': '6628116'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '10', 'sales_id': '1914958'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '1', 'sales_id': '8213636'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '10', 'sales_id': '3989742'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '10', 'sales_id': '9368703'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '2', 'sales_id': '1652204'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '1', 'sales_id': '4405121'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '6', 'sales_id': '9789342'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '3596068'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '7', 'sales_id': '8577530'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '7', 'sales_id': '5612956'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '4', 'sales_id': '3751730'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '0', 'sales_id': '8758391'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '1', 'sales_id': '589424'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '4', 'sales_id': '1548665'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '9', 'sales_id': '5972210'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '8', 'sales_id': '6449636'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '2', 'sales_id': '7042133'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '2', 'sales_id': '2988899'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '8', 'sales_id': '328924'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '3', 'sales_id': '5737456'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '10', 'sales_id': '9839456'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '4', 'sales_id': '5965571'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '2', 'sales_id': '9200387'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '5', 'sales_id': '1880948'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '6', 'sales_id': '722263'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '3', 'sales_id': '9452442'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '2', 'sales_id': '3947040'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '7', 'sales_id': '6093741'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '9', 'sales_id': '1063584'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '8', 'sales_id': '5975991'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '8', 'sales_id': '6368272'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '1', 'sales_id': '7736213'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '9564882'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '7', 'sales_id': '4080031'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '0', 'sales_id': '5451933'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '1', 'sales_id': '598357'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '4', 'sales_id': '6885105'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '5', 'sales_id': '5920749'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '9', 'sales_id': '5046838'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '8', 'sales_id': '5399147'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '5', 'sales_id': '9519294'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '7', 'sales_id': '3198984'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '9', 'sales_id': '7626587'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '5', 'sales_id': '5545565'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '10', 'sales_id': '2496946'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '3', 'sales_id': '2275047'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '10', 'sales_id': '1198977'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '5', 'sales_id': '6796369'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '7', 'sales_id': '615370'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '2', 'sales_id': '4316248'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '6', 'sales_id': '8078647'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '8', 'sales_id': '4185485'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '5', 'sales_id': '9447336'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '8', 'sales_id': '1003276'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '5', 'sales_id': '9808386'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '3', 'sales_id': '4459430'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '4', 'sales_id': '9905006'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '10', 'sales_id': '1937025'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '5', 'sales_id': '5560003'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '10', 'sales_id': '6607996'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '6', 'sales_id': '2968958'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '7', 'sales_id': '8017649'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '6', 'sales_id': '781905'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '9', 'sales_id': '9657045'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '8', 'sales_id': '2421309'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '4', 'sales_id': '4095986'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '5', 'sales_id': '4302384'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '4', 'sales_id': '5485638'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '0', 'sales_id': '1265651'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '8', 'sales_id': '5430202'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '4', 'sales_id': '7551904'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '8', 'sales_id': '7984724'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '4', 'sales_id': '9545711'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '1', 'sales_id': '2739299'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '2', 'sales_id': '3988173'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '8', 'sales_id': '9508956'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '6', 'sales_id': '7773423'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '9', 'sales_id': '5654206'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '2', 'sales_id': '637352'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '5', 'sales_id': '6555551'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '9', 'sales_id': '2949753'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '2', 'sales_id': '2261194'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '9', 'sales_id': '5377456'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '8', 'sales_id': '6761821'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '10', 'sales_id': '6718374'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '2342651'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '3', 'sales_id': '5605721'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '0', 'sales_id': '931579'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '3', 'sales_id': '791907'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '7', 'sales_id': '8823605'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '3', 'sales_id': '3195265'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '3', 'sales_id': '390072'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '2', 'sales_id': '6810575'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '6', 'sales_id': '4518419'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '10', 'sales_id': '4741770'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '0', 'sales_id': '8242781'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '10', 'sales_id': '51899'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '0', 'sales_id': '6263010'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '9', 'sales_id': '6766404'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '3', 'sales_id': '6067821'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '4', 'sales_id': '7374989'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '7', 'sales_id': '1311467'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '1', 'sales_id': '3331085'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '8', 'sales_id': '981823'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '1', 'sales_id': '4355659'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '4', 'sales_id': '3110568'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '2', 'sales_id': '8876941'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '2', 'sales_id': '5343798'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '9', 'sales_id': '3687466'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '6', 'sales_id': '5452073'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '0', 'sales_id': '5014855'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '5', 'sales_id': '8168359'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '1', 'sales_id': '3704329'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '5', 'sales_id': '384027'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '10', 'sales_id': '2641069'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '4', 'sales_id': '3661733'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '8121284'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '0', 'sales_id': '7285549'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '0', 'sales_id': '2559176'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '10', 'sales_id': '3448794'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '8', 'sales_id': '9888921'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '8', 'sales_id': '7692955'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '5', 'sales_id': '5101667'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '9', 'sales_id': '7883840'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '9', 'sales_id': '9816524'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '4', 'sales_id': '9988432'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '3', 'sales_id': '7933716'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '2', 'sales_id': '9605292'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '3', 'sales_id': '2974242'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '0', 'sales_id': '8760250'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '4', 'sales_id': '7897102'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '1', 'sales_id': '9641986'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '6', 'sales_id': '9745707'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '6', 'sales_id': '7300137'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '3', 'sales_id': '2880650'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '0', 'sales_id': '9475515'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '7', 'sales_id': '6503804'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '4', 'sales_id': '6461626'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '3', 'sales_id': '5441821'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '5', 'sales_id': '3643527'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '7', 'sales_id': '4575017'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '0', 'sales_id': '4443099'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '7', 'sales_id': '638812'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '1', 'sales_id': '1571212'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '6', 'sales_id': '9702302'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '0', 'sales_id': '1874996'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '8', 'sales_id': '506965'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '2', 'sales_id': '1993830'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '0', 'sales_id': '4087680'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '8', 'sales_id': '4904332'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '0', 'sales_id': '1109204'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '2', 'sales_id': '8319593'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '5', 'sales_id': '6783958'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '763980'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '6', 'sales_id': '9095925'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '2', 'sales_id': '4986576'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '7', 'sales_id': '4721296'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '6', 'sales_id': '5797767'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '5', 'sales_id': '5604147'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '0', 'sales_id': '968'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '8221544'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '4', 'sales_id': '4208454'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '5', 'sales_id': '5274931'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '0', 'sales_id': '3050199'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '4', 'sales_id': '2897435'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '6', 'sales_id': '6447319'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '8', 'sales_id': '9998027'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '10', 'sales_id': '5131793'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '2', 'sales_id': '609813'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '4', 'sales_id': '2152696'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '0', 'sales_id': '7263206'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '3', 'sales_id': '9107134'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '6', 'sales_id': '8467975'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '7', 'sales_id': '6773936'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '7200929'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '2', 'sales_id': '6759408'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '0', 'sales_id': '1056402'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '6', 'sales_id': '2642501'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '0', 'sales_id': '7948110'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '8', 'sales_id': '7056320'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '7', 'sales_id': '6485060'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '8', 'sales_id': '5032688'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '5', 'sales_id': '5539980'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '3', 'sales_id': '1641680'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '7', 'sales_id': '2661010'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '6', 'sales_id': '5300246'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '4', 'sales_id': '1271350'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '9', 'sales_id': '9383114'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '8', 'sales_id': '9946473'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '3', 'sales_id': '8288974'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '4', 'sales_id': '9823774'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '8', 'sales_id': '8940047'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '2', 'sales_id': '1008238'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '9', 'sales_id': '7626725'}
{'store_id': '1467', 'e_id': '2061', 'review_score': '5', 'sales_id': '7914034'}
{'store_id': '3863', 'e_id': '2133', 'review_score': '1', 'sales_id': '9752881'}
{'store_id': '3863', 'e_id': '3679', 'review_score': '4', 'sales_id': '1919912'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '0', 'sales_id': '9103080'}
{'store_id': '3863', 'e_id': '7292', 'review_score': '9', 'sales_id': '2912290'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '3', 'sales_id': '219017'}
{'store_id': '1467', 'e_id': '8938', 'review_score': '6', 'sales_id': '3940525'}
{'store_id': '1467', 'e_id': '6510', 'review_score': '9', 'sales_id': '7838722'}
