{'sales_id': 5739465, 'e_id': 5199, 'store_id': 3484, 'sales': 83, 'item_no': 628, 'city_name': 'Lake Christineburgh'}
{'sales_id': 7498341, 'e_id': 7786, 'store_id': 3484, 'sales': 11, 'item_no': 699, 'city_name': 'Jonathanburgh'}
{'sales_id': 9587289, 'e_id': 5199, 'store_id': 3484, 'sales': 21, 'item_no': 543, 'city_name': 'Danielport'}
{'sales_id': 8520783, 'e_id': 2668, 'store_id': 2366, 'sales': 40, 'item_no': 844, 'city_name': 'Carmenmouth'}
{'sales_id': 8691885, 'e_id': 8, 'store_id': 3484, 'sales': 53, 'item_no': 416, 'city_name': 'North Stephanieburgh'}
{'sales_id': 1471176, 'e_id': 5199, 'store_id': 3484, 'sales': 18, 'item_no': 998, 'city_name': 'Phambury'}
{'sales_id': 8042436, 'e_id': 4208, 'store_id': 2366, 'sales': 10, 'item_no': 126, 'city_name': 'Sandrafort'}
{'sales_id': 6192633, 'e_id': 5199, 'store_id': 3484, 'sales': 79, 'item_no': 904, 'city_name': 'South Joshua'}
{'sales_id': 7856280, 'e_id': 5199, 'store_id': 3484, 'sales': 86, 'item_no': 372, 'city_name': 'North Danielstad'}
{'sales_id': 2900648, 'e_id': 3299, 'store_id': 2366, 'sales': 51, 'item_no': 236, 'city_name': 'Port Linda'}
{'sales_id': 4163879, 'e_id': 8, 'store_id': 3484, 'sales': 32, 'item_no': 412, 'city_name': 'South Kimberly'}
{'sales_id': 1085466, 'e_id': 7786, 'store_id': 3484, 'sales': 14, 'item_no': 694, 'city_name': 'New Abigailview'}
{'sales_id': 3272859, 'e_id': 4208, 'store_id': 2366, 'sales': 93, 'item_no': 955, 'city_name': 'Lake Allenburgh'}
{'sales_id': 6356977, 'e_id': 4208, 'store_id': 2366, 'sales': 85, 'item_no': 532, 'city_name': 'East Johnview'}
{'sales_id': 1714631, 'e_id': 3299, 'store_id': 2366, 'sales': 58, 'item_no': 729, 'city_name': 'Juliechester'}
{'sales_id': 3741324, 'e_id': 2668, 'store_id': 2366, 'sales': 59, 'item_no': 105, 'city_name': 'Carolfurt'}
{'sales_id': 6365219, 'e_id': 3299, 'store_id': 2366, 'sales': 13, 'item_no': 726, 'city_name': 'North Ross'}
{'sales_id': 9986324, 'e_id': 3299, 'store_id': 2366, 'sales': 39, 'item_no': 608, 'city_name': 'West Vincent'}
{'sales_id': 2488717, 'e_id': 5199, 'store_id': 3484, 'sales': 36, 'item_no': 61, 'city_name': 'Estradabury'}
{'sales_id': 2447097, 'e_id': 8, 'store_id': 3484, 'sales': 73, 'item_no': 280, 'city_name': 'Trujilloside'}
{'sales_id': 2628143, 'e_id': 3299, 'store_id': 2366, 'sales': 89, 'item_no': 264, 'city_name': 'North Susan'}
{'sales_id': 3727561, 'e_id': 4208, 'store_id': 2366, 'sales': 37, 'item_no': 644, 'city_name': 'East Alyssatown'}
{'sales_id': 742121, 'e_id': 8, 'store_id': 3484, 'sales': 46, 'item_no': 272, 'city_name': 'North Ashleyhaven'}
{'sales_id': 2542592, 'e_id': 2668, 'store_id': 2366, 'sales': 20, 'item_no': 601, 'city_name': 'Port Stephenview'}
{'sales_id': 139303, 'e_id': 3299, 'store_id': 2366, 'sales': 20, 'item_no': 520, 'city_name': 'New Jason'}
{'sales_id': 5437582, 'e_id': 5199, 'store_id': 3484, 'sales': 89, 'item_no': 608, 'city_name': 'East Angiebury'}
{'sales_id': 4238618, 'e_id': 2668, 'store_id': 2366, 'sales': 99, 'item_no': 609, 'city_name': 'Lambville'}
{'sales_id': 5689406, 'e_id': 8, 'store_id': 3484, 'sales': 84, 'item_no': 66, 'city_name': 'Charlesview'}
{'sales_id': 6224601, 'e_id': 3299, 'store_id': 2366, 'sales': 4, 'item_no': 465, 'city_name': 'Jamesview'}
{'sales_id': 1053634, 'e_id': 5199, 'store_id': 3484, 'sales': 83, 'item_no': 970, 'city_name': 'Lake Emilyfurt'}
{'sales_id': 4543173, 'e_id': 7786, 'store_id': 3484, 'sales': 81, 'item_no': 931, 'city_name': 'East Matthewville'}
{'sales_id': 4046827, 'e_id': 4208, 'store_id': 2366, 'sales': 44, 'item_no': 840, 'city_name': 'East Elizabeth'}
{'sales_id': 9148354, 'e_id': 5199, 'store_id': 3484, 'sales': 85, 'item_no': 523, 'city_name': 'Johnfurt'}
{'sales_id': 3478307, 'e_id': 3299, 'store_id': 2366, 'sales': 24, 'item_no': 425, 'city_name': 'Powellfort'}
{'sales_id': 44401, 'e_id': 4208, 'store_id': 2366, 'sales': 57, 'item_no': 653, 'city_name': 'Danielfurt'}
{'sales_id': 7442386, 'e_id': 5199, 'store_id': 3484, 'sales': 78, 'item_no': 873, 'city_name': 'Jensenberg'}
{'sales_id': 361585, 'e_id': 8, 'store_id': 3484, 'sales': 57, 'item_no': 171, 'city_name': 'Sheilaside'}
{'sales_id': 1151186, 'e_id': 3299, 'store_id': 2366, 'sales': 41, 'item_no': 252, 'city_name': 'Janetmouth'}
{'sales_id': 3131044, 'e_id': 4208, 'store_id': 2366, 'sales': 2, 'item_no': 907, 'city_name': 'Lake Austin'}
{'sales_id': 1003261, 'e_id': 7786, 'store_id': 3484, 'sales': 46, 'item_no': 171, 'city_name': 'New Sarahview'}
{'sales_id': 4445381, 'e_id': 3299, 'store_id': 2366, 'sales': 16, 'item_no': 602, 'city_name': 'West Darrenburgh'}
{'sales_id': 9534770, 'e_id': 5199, 'store_id': 3484, 'sales': 1, 'item_no': 21, 'city_name': 'South Brandonside'}
{'sales_id': 125550, 'e_id': 4208, 'store_id': 2366, 'sales': 51, 'item_no': 343, 'city_name': 'Christopherfurt'}
{'sales_id': 7521839, 'e_id': 3299, 'store_id': 2366, 'sales': 69, 'item_no': 403, 'city_name': 'Port Sergioland'}
{'sales_id': 8943372, 'e_id': 3299, 'store_id': 2366, 'sales': 99, 'item_no': 133, 'city_name': 'Port Kelly'}
{'sales_id': 9224586, 'e_id': 2668, 'store_id': 2366, 'sales': 75, 'item_no': 118, 'city_name': 'Zacharyburgh'}
{'sales_id': 5047848, 'e_id': 4208, 'store_id': 2366, 'sales': 45, 'item_no': 52, 'city_name': 'Samanthafort'}
{'sales_id': 6651679, 'e_id': 5199, 'store_id': 3484, 'sales': 18, 'item_no': 459, 'city_name': 'Hollowayland'}
{'sales_id': 2351568, 'e_id': 7786, 'store_id': 3484, 'sales': 84, 'item_no': 863, 'city_name': 'East Jennifertown'}
{'sales_id': 8846724, 'e_id': 4208, 'store_id': 2366, 'sales': 83, 'item_no': 328, 'city_name': 'Josephland'}
{'sales_id': 4943873, 'e_id': 8, 'store_id': 3484, 'sales': 60, 'item_no': 925, 'city_name': 'Lake Juanmouth'}
{'sales_id': 4264103, 'e_id': 5199, 'store_id': 3484, 'sales': 35, 'item_no': 14, 'city_name': 'North Christineport'}
{'sales_id': 2515841, 'e_id': 7786, 'store_id': 3484, 'sales': 44, 'item_no': 248, 'city_name': 'Cherylchester'}
{'sales_id': 3771188, 'e_id': 4208, 'store_id': 2366, 'sales': 5, 'item_no': 400, 'city_name': 'Ronaldshire'}
{'sales_id': 4066259, 'e_id': 5199, 'store_id': 3484, 'sales': 32, 'item_no': 426, 'city_name': 'Port Tristan'}
{'sales_id': 3715014, 'e_id': 3299, 'store_id': 2366, 'sales': 1, 'item_no': 452, 'city_name': 'West Samantha'}
{'sales_id': 5896421, 'e_id': 2668, 'store_id': 2366, 'sales': 9, 'item_no': 754, 'city_name': 'Ashleyton'}
{'sales_id': 4806040, 'e_id': 8, 'store_id': 3484, 'sales': 52, 'item_no': 692, 'city_name': 'Jimmystad'}
{'sales_id': 7215463, 'e_id': 7786, 'store_id': 3484, 'sales': 33, 'item_no': 839, 'city_name': 'Andreafurt'}
{'sales_id': 4036932, 'e_id': 4208, 'store_id': 2366, 'sales': 63, 'item_no': 604, 'city_name': 'Fordburgh'}
{'sales_id': 1571261, 'e_id': 7786, 'store_id': 3484, 'sales': 52, 'item_no': 119, 'city_name': 'Scottton'}
{'sales_id': 2387164, 'e_id': 4208, 'store_id': 2366, 'sales': 82, 'item_no': 518, 'city_name': 'Washingtonmouth'}
{'sales_id': 4434531, 'e_id': 2668, 'store_id': 2366, 'sales': 76, 'item_no': 831, 'city_name': 'West Laurachester'}
{'sales_id': 2025515, 'e_id': 4208, 'store_id': 2366, 'sales': 29, 'item_no': 314, 'city_name': 'New Madeline'}
{'sales_id': 2522075, 'e_id': 7786, 'store_id': 3484, 'sales': 85, 'item_no': 152, 'city_name': 'Martinmouth'}
{'sales_id': 5501533, 'e_id': 7786, 'store_id': 3484, 'sales': 47, 'item_no': 596, 'city_name': 'Reneeborough'}
{'sales_id': 8431705, 'e_id': 2668, 'store_id': 2366, 'sales': 74, 'item_no': 548, 'city_name': 'Mendozatown'}
{'sales_id': 8247609, 'e_id': 4208, 'store_id': 2366, 'sales': 43, 'item_no': 236, 'city_name': 'Rodneyville'}
{'sales_id': 9096444, 'e_id': 8, 'store_id': 3484, 'sales': 97, 'item_no': 279, 'city_name': 'Port Elizabeth'}
{'sales_id': 7763965, 'e_id': 3299, 'store_id': 2366, 'sales': 22, 'item_no': 548, 'city_name': 'Powellville'}
{'sales_id': 6425507, 'e_id': 5199, 'store_id': 3484, 'sales': 44, 'item_no': 187, 'city_name': 'North Phillip'}
{'sales_id': 8751387, 'e_id': 2668, 'store_id': 2366, 'sales': 74, 'item_no': 21, 'city_name': 'Mitchellside'}
{'sales_id': 1709507, 'e_id': 3299, 'store_id': 2366, 'sales': 47, 'item_no': 139, 'city_name': 'Jeromechester'}
{'sales_id': 3540712, 'e_id': 3299, 'store_id': 2366, 'sales': 51, 'item_no': 952, 'city_name': 'Port Christophermouth'}
{'sales_id': 3032842, 'e_id': 5199, 'store_id': 3484, 'sales': 12, 'item_no': 864, 'city_name': 'North Johnton'}
{'sales_id': 8273550, 'e_id': 2668, 'store_id': 2366, 'sales': 74, 'item_no': 994, 'city_name': 'North Josetown'}
{'sales_id': 7612081, 'e_id': 3299, 'store_id': 2366, 'sales': 40, 'item_no': 683, 'city_name': 'Hobbsberg'}
{'sales_id': 308827, 'e_id': 3299, 'store_id': 2366, 'sales': 15, 'item_no': 886, 'city_name': 'Ortegaside'}
{'sales_id': 3811253, 'e_id': 7786, 'store_id': 3484, 'sales': 89, 'item_no': 299, 'city_name': 'Randallbury'}
{'sales_id': 1763894, 'e_id': 7786, 'store_id': 3484, 'sales': 96, 'item_no': 676, 'city_name': 'West Tyrone'}
{'sales_id': 4333976, 'e_id': 7786, 'store_id': 3484, 'sales': 63, 'item_no': 596, 'city_name': 'North Sonyafurt'}
{'sales_id': 5582386, 'e_id': 4208, 'store_id': 2366, 'sales': 100, 'item_no': 535, 'city_name': 'West Lisa'}
{'sales_id': 7185580, 'e_id': 2668, 'store_id': 2366, 'sales': 95, 'item_no': 288, 'city_name': 'South Tamifort'}
{'sales_id': 6908030, 'e_id': 3299, 'store_id': 2366, 'sales': 6, 'item_no': 143, 'city_name': 'Aaronfort'}
{'sales_id': 4328207, 'e_id': 7786, 'store_id': 3484, 'sales': 99, 'item_no': 753, 'city_name': 'New Elizabeth'}
{'sales_id': 3816543, 'e_id': 7786, 'store_id': 3484, 'sales': 52, 'item_no': 638, 'city_name': 'Lake Douglas'}
{'sales_id': 7079470, 'e_id': 8, 'store_id': 3484, 'sales': 58, 'item_no': 490, 'city_name': 'Mendezmouth'}
{'sales_id': 833950, 'e_id': 3299, 'store_id': 2366, 'sales': 95, 'item_no': 257, 'city_name': 'Jessicaville'}
{'sales_id': 3201640, 'e_id': 7786, 'store_id': 3484, 'sales': 63, 'item_no': 598, 'city_name': 'Erikstad'}
{'sales_id': 4765048, 'e_id': 7786, 'store_id': 3484, 'sales': 39, 'item_no': 910, 'city_name': 'Tammymouth'}
{'sales_id': 9345174, 'e_id': 5199, 'store_id': 3484, 'sales': 63, 'item_no': 460, 'city_name': 'South Jennifershire'}
{'sales_id': 6011683, 'e_id': 4208, 'store_id': 2366, 'sales': 6, 'item_no': 207, 'city_name': 'Williamstad'}
{'sales_id': 1210142, 'e_id': 7786, 'store_id': 3484, 'sales': 1, 'item_no': 61, 'city_name': 'North Davidburgh'}
{'sales_id': 209298, 'e_id': 3299, 'store_id': 2366, 'sales': 56, 'item_no': 875, 'city_name': 'Port Michelle'}
{'sales_id': 1109235, 'e_id': 3299, 'store_id': 2366, 'sales': 75, 'item_no': 957, 'city_name': 'Robertaville'}
{'sales_id': 8512291, 'e_id': 8, 'store_id': 3484, 'sales': 35, 'item_no': 588, 'city_name': 'Nicolehaven'}
{'sales_id': 548570, 'e_id': 7786, 'store_id': 3484, 'sales': 88, 'item_no': 88, 'city_name': 'North Nicholasville'}
{'sales_id': 3327738, 'e_id': 4208, 'store_id': 2366, 'sales': 34, 'item_no': 877, 'city_name': 'Lake Lukeview'}
{'sales_id': 7761542, 'e_id': 8, 'store_id': 3484, 'sales': 27, 'item_no': 221, 'city_name': 'New David'}
{'sales_id': 393154, 'e_id': 2668, 'store_id': 2366, 'sales': 16, 'item_no': 492, 'city_name': 'Cherylstad'}
{'sales_id': 5714683, 'e_id': 3299, 'store_id': 2366, 'sales': 76, 'item_no': 167, 'city_name': 'Hernandezborough'}
{'sales_id': 3119704, 'e_id': 2668, 'store_id': 2366, 'sales': 59, 'item_no': 105, 'city_name': 'New Philip'}
{'sales_id': 6269321, 'e_id': 2668, 'store_id': 2366, 'sales': 77, 'item_no': 153, 'city_name': 'South Robin'}
{'sales_id': 4040904, 'e_id': 3299, 'store_id': 2366, 'sales': 4, 'item_no': 290, 'city_name': 'Angelicaburgh'}
{'sales_id': 1813724, 'e_id': 3299, 'store_id': 2366, 'sales': 11, 'item_no': 741, 'city_name': 'Port Heather'}
{'sales_id': 9731397, 'e_id': 5199, 'store_id': 3484, 'sales': 98, 'item_no': 234, 'city_name': 'Dylanshire'}
{'sales_id': 7741581, 'e_id': 3299, 'store_id': 2366, 'sales': 40, 'item_no': 124, 'city_name': 'New Joshuabury'}
{'sales_id': 488086, 'e_id': 2668, 'store_id': 2366, 'sales': 29, 'item_no': 764, 'city_name': 'Rasmussenville'}
{'sales_id': 8985528, 'e_id': 3299, 'store_id': 2366, 'sales': 5, 'item_no': 688, 'city_name': 'Lake Juliaton'}
{'sales_id': 9856238, 'e_id': 7786, 'store_id': 3484, 'sales': 98, 'item_no': 90, 'city_name': 'Rodneyside'}
{'sales_id': 6210334, 'e_id': 2668, 'store_id': 2366, 'sales': 40, 'item_no': 281, 'city_name': 'West Amberfurt'}
{'sales_id': 7009362, 'e_id': 7786, 'store_id': 3484, 'sales': 39, 'item_no': 213, 'city_name': 'Sandovalmouth'}
{'sales_id': 18190, 'e_id': 7786, 'store_id': 3484, 'sales': 13, 'item_no': 16, 'city_name': 'Williamsside'}
{'sales_id': 5245649, 'e_id': 7786, 'store_id': 3484, 'sales': 43, 'item_no': 260, 'city_name': 'West John'}
{'sales_id': 1574492, 'e_id': 2668, 'store_id': 2366, 'sales': 66, 'item_no': 228, 'city_name': 'Wrightview'}
{'sales_id': 1470881, 'e_id': 4208, 'store_id': 2366, 'sales': 89, 'item_no': 779, 'city_name': 'Port Sarahton'}
{'sales_id': 5371193, 'e_id': 7786, 'store_id': 3484, 'sales': 54, 'item_no': 284, 'city_name': 'Palmerhaven'}
{'sales_id': 2924057, 'e_id': 2668, 'store_id': 2366, 'sales': 40, 'item_no': 196, 'city_name': 'Mcgeemouth'}
{'sales_id': 1916713, 'e_id': 4208, 'store_id': 2366, 'sales': 6, 'item_no': 77, 'city_name': 'North Jasonland'}
{'sales_id': 2193779, 'e_id': 4208, 'store_id': 2366, 'sales': 71, 'item_no': 857, 'city_name': 'Port Jessica'}
{'sales_id': 869318, 'e_id': 4208, 'store_id': 2366, 'sales': 31, 'item_no': 929, 'city_name': 'East Francesland'}
{'sales_id': 1758119, 'e_id': 4208, 'store_id': 2366, 'sales': 39, 'item_no': 0, 'city_name': 'Jameshaven'}
{'sales_id': 7122013, 'e_id': 5199, 'store_id': 3484, 'sales': 55, 'item_no': 447, 'city_name': 'Debrafort'}
{'sales_id': 7077663, 'e_id': 3299, 'store_id': 2366, 'sales': 85, 'item_no': 452, 'city_name': 'North Melissa'}
{'sales_id': 1974698, 'e_id': 4208, 'store_id': 2366, 'sales': 92, 'item_no': 588, 'city_name': 'Walkerborough'}
{'sales_id': 5640644, 'e_id': 3299, 'store_id': 2366, 'sales': 54, 'item_no': 326, 'city_name': 'Derekport'}
{'sales_id': 3314456, 'e_id': 5199, 'store_id': 3484, 'sales': 43, 'item_no': 785, 'city_name': 'Thomasborough'}
{'sales_id': 9205337, 'e_id': 5199, 'store_id': 3484, 'sales': 11, 'item_no': 194, 'city_name': 'Christyhaven'}
{'sales_id': 5200612, 'e_id': 7786, 'store_id': 3484, 'sales': 35, 'item_no': 58, 'city_name': 'New Joshua'}
{'sales_id': 6375231, 'e_id': 3299, 'store_id': 2366, 'sales': 98, 'item_no': 886, 'city_name': 'Rasmussenville'}
{'sales_id': 2969440, 'e_id': 8, 'store_id': 3484, 'sales': 2, 'item_no': 871, 'city_name': 'Goodwinshire'}
{'sales_id': 264580, 'e_id': 4208, 'store_id': 2366, 'sales': 17, 'item_no': 643, 'city_name': 'West Andrewbury'}
{'sales_id': 9502885, 'e_id': 5199, 'store_id': 3484, 'sales': 93, 'item_no': 21, 'city_name': 'Garciastad'}
{'sales_id': 6488758, 'e_id': 7786, 'store_id': 3484, 'sales': 1, 'item_no': 470, 'city_name': 'Lake Amanda'}
{'sales_id': 3249041, 'e_id': 4208, 'store_id': 2366, 'sales': 89, 'item_no': 976, 'city_name': 'Woodsborough'}
{'sales_id': 6687589, 'e_id': 7786, 'store_id': 3484, 'sales': 90, 'item_no': 504, 'city_name': 'Joannatown'}
{'sales_id': 9385958, 'e_id': 4208, 'store_id': 2366, 'sales': 80, 'item_no': 708, 'city_name': 'Heathermouth'}
{'sales_id': 416893, 'e_id': 8, 'store_id': 3484, 'sales': 90, 'item_no': 794, 'city_name': 'New Petershire'}
{'sales_id': 2995067, 'e_id': 4208, 'store_id': 2366, 'sales': 51, 'item_no': 871, 'city_name': 'Christinastad'}
{'sales_id': 9805200, 'e_id': 5199, 'store_id': 3484, 'sales': 15, 'item_no': 627, 'city_name': 'Lake Teresa'}
{'sales_id': 7289471, 'e_id': 7786, 'store_id': 3484, 'sales': 32, 'item_no': 470, 'city_name': 'Port Davidland'}
{'sales_id': 9735262, 'e_id': 5199, 'store_id': 3484, 'sales': 19, 'item_no': 166, 'city_name': 'North Jason'}
{'sales_id': 468998, 'e_id': 7786, 'store_id': 3484, 'sales': 82, 'item_no': 631, 'city_name': 'North Christina'}
