{'sales_id': 71514, 'e_id': 2133, 'store_id': 3863, 'sales': 51, 'item_no': 179, 'city_name': 'Jonesland'}
{'sales_id': 1836317, 'e_id': 3679, 'store_id': 3863, 'sales': 7, 'item_no': 689, 'city_name': 'East Danieltown'}
{'sales_id': 318217, 'e_id': 6510, 'store_id': 1467, 'sales': 90, 'item_no': 0, 'city_name': 'Carlview'}
{'sales_id': 9955290, 'e_id': 2061, 'store_id': 1467, 'sales': 45, 'item_no': 729, 'city_name': 'Port Bonniebury'}
{'sales_id': 4927391, 'e_id': 8938, 'store_id': 1467, 'sales': 59, 'item_no': 512, 'city_name': 'Quinnville'}
{'sales_id': 5594578, 'e_id': 6510, 'store_id': 1467, 'sales': 51, 'item_no': 211, 'city_name': 'Suttonmouth'}
{'sales_id': 5560042, 'e_id': 8938, 'store_id': 1467, 'sales': 51, 'item_no': 639, 'city_name': 'South Daniel'}
{'sales_id': 6942343, 'e_id': 6510, 'store_id': 1467, 'sales': 53, 'item_no': 729, 'city_name': 'South Stuartstad'}
{'sales_id': 1476903, 'e_id': 2133, 'store_id': 3863, 'sales': 46, 'item_no': 646, 'city_name': 'Duanetown'}
{'sales_id': 8133173, 'e_id': 7292, 'store_id': 3863, 'sales': 92, 'item_no': 140, 'city_name': 'South Williamfurt'}
{'sales_id': 2877024, 'e_id': 7292, 'store_id': 3863, 'sales': 42, 'item_no': 941, 'city_name': 'East Marissaberg'}
{'sales_id': 1764612, 'e_id': 2133, 'store_id': 3863, 'sales': 38, 'item_no': 902, 'city_name': 'Alexanderside'}
{'sales_id': 5177677, 'e_id': 8938, 'store_id': 1467, 'sales': 49, 'item_no': 698, 'city_name': 'Christophertown'}
{'sales_id': 2161360, 'e_id': 2133, 'store_id': 3863, 'sales': 18, 'item_no': 569, 'city_name': 'Parkertown'}
{'sales_id': 4216469, 'e_id': 2133, 'store_id': 3863, 'sales': 30, 'item_no': 826, 'city_name': 'East Joan'}
{'sales_id': 7814222, 'e_id': 2061, 'store_id': 1467, 'sales': 48, 'item_no': 587, 'city_name': 'Jillstad'}
{'sales_id': 4875757, 'e_id': 7292, 'store_id': 3863, 'sales': 27, 'item_no': 124, 'city_name': 'Larryport'}
{'sales_id': 8351578, 'e_id': 2061, 'store_id': 1467, 'sales': 0, 'item_no': 212, 'city_name': 'Amandabury'}
{'sales_id': 1891023, 'e_id': 8938, 'store_id': 1467, 'sales': 10, 'item_no': 444, 'city_name': 'North Michaelport'}
{'sales_id': 3856462, 'e_id': 3679, 'store_id': 3863, 'sales': 31, 'item_no': 564, 'city_name': 'New Gail'}
{'sales_id': 4231633, 'e_id': 2133, 'store_id': 3863, 'sales': 57, 'item_no': 880, 'city_name': 'Lake Tammyside'}
{'sales_id': 781367, 'e_id': 7292, 'store_id': 3863, 'sales': 36, 'item_no': 667, 'city_name': 'Anthonyton'}
{'sales_id': 8799916, 'e_id': 8938, 'store_id': 1467, 'sales': 27, 'item_no': 720, 'city_name': 'Mendozaview'}
{'sales_id': 350545, 'e_id': 2061, 'store_id': 1467, 'sales': 49, 'item_no': 639, 'city_name': 'West Zachary'}
{'sales_id': 980262, 'e_id': 2061, 'store_id': 1467, 'sales': 12, 'item_no': 430, 'city_name': 'Medinaside'}
{'sales_id': 9145163, 'e_id': 3679, 'store_id': 3863, 'sales': 38, 'item_no': 727, 'city_name': 'Kevinside'}
{'sales_id': 9624380, 'e_id': 3679, 'store_id': 3863, 'sales': 66, 'item_no': 69, 'city_name': 'Port Sarahburgh'}
{'sales_id': 4924090, 'e_id': 8938, 'store_id': 1467, 'sales': 88, 'item_no': 93, 'city_name': 'Spenceview'}
{'sales_id': 4578278, 'e_id': 2133, 'store_id': 3863, 'sales': 52, 'item_no': 543, 'city_name': 'New Cathy'}
{'sales_id': 6363697, 'e_id': 2061, 'store_id': 1467, 'sales': 75, 'item_no': 2, 'city_name': 'Millershire'}
{'sales_id': 8478165, 'e_id': 6510, 'store_id': 1467, 'sales': 88, 'item_no': 544, 'city_name': 'Lake Timothy'}
{'sales_id': 5234883, 'e_id': 7292, 'store_id': 3863, 'sales': 59, 'item_no': 224, 'city_name': 'Joelville'}
{'sales_id': 7681537, 'e_id': 8938, 'store_id': 1467, 'sales': 2, 'item_no': 328, 'city_name': 'Amyside'}
{'sales_id': 3080373, 'e_id': 2133, 'store_id': 3863, 'sales': 11, 'item_no': 173, 'city_name': 'Bakerport'}
{'sales_id': 2175899, 'e_id': 2133, 'store_id': 3863, 'sales': 40, 'item_no': 33, 'city_name': 'Lake Joshuaville'}
{'sales_id': 8369855, 'e_id': 7292, 'store_id': 3863, 'sales': 57, 'item_no': 273, 'city_name': 'East Richard'}
{'sales_id': 4163393, 'e_id': 6510, 'store_id': 1467, 'sales': 88, 'item_no': 384, 'city_name': 'Holdenborough'}
{'sales_id': 9320976, 'e_id': 8938, 'store_id': 1467, 'sales': 45, 'item_no': 28, 'city_name': 'Nicholasfurt'}
{'sales_id': 8585073, 'e_id': 8938, 'store_id': 1467, 'sales': 19, 'item_no': 173, 'city_name': 'Robinberg'}
{'sales_id': 590974, 'e_id': 8938, 'store_id': 1467, 'sales': 45, 'item_no': 462, 'city_name': 'West Jennifer'}
{'sales_id': 7750816, 'e_id': 7292, 'store_id': 3863, 'sales': 75, 'item_no': 81, 'city_name': 'South Henry'}
{'sales_id': 5463661, 'e_id': 6510, 'store_id': 1467, 'sales': 16, 'item_no': 322, 'city_name': 'North Jennifer'}
{'sales_id': 6702899, 'e_id': 2133, 'store_id': 3863, 'sales': 50, 'item_no': 747, 'city_name': 'Ashleyberg'}
{'sales_id': 1461729, 'e_id': 3679, 'store_id': 3863, 'sales': 14, 'item_no': 416, 'city_name': 'New Stanley'}
{'sales_id': 9495905, 'e_id': 2133, 'store_id': 3863, 'sales': 56, 'item_no': 672, 'city_name': 'North Davidchester'}
{'sales_id': 4499004, 'e_id': 2061, 'store_id': 1467, 'sales': 50, 'item_no': 44, 'city_name': 'Lake Sherriborough'}
{'sales_id': 2110659, 'e_id': 8938, 'store_id': 1467, 'sales': 63, 'item_no': 190, 'city_name': 'Gentryborough'}
{'sales_id': 9572863, 'e_id': 2061, 'store_id': 1467, 'sales': 0, 'item_no': 1, 'city_name': 'North Kimberly'}
{'sales_id': 651495, 'e_id': 6510, 'store_id': 1467, 'sales': 45, 'item_no': 483, 'city_name': 'East Mary'}
{'sales_id': 2593208, 'e_id': 7292, 'store_id': 3863, 'sales': 24, 'item_no': 724, 'city_name': 'Erinmouth'}
{'sales_id': 2305085, 'e_id': 7292, 'store_id': 3863, 'sales': 40, 'item_no': 782, 'city_name': 'Tracyhaven'}
{'sales_id': 9413279, 'e_id': 2133, 'store_id': 3863, 'sales': 79, 'item_no': 143, 'city_name': 'Fosterberg'}
{'sales_id': 2756031, 'e_id': 3679, 'store_id': 3863, 'sales': 67, 'item_no': 173, 'city_name': 'Davidshire'}
{'sales_id': 9250594, 'e_id': 2133, 'store_id': 3863, 'sales': 23, 'item_no': 237, 'city_name': 'Cameronburgh'}
{'sales_id': 3375857, 'e_id': 7292, 'store_id': 3863, 'sales': 10, 'item_no': 916, 'city_name': 'Wiseville'}
{'sales_id': 7847050, 'e_id': 8938, 'store_id': 1467, 'sales': 76, 'item_no': 540, 'city_name': 'New Joseph'}
{'sales_id': 2560418, 'e_id': 2061, 'store_id': 1467, 'sales': 72, 'item_no': 277, 'city_name': 'Port Curtis'}
{'sales_id': 1605071, 'e_id': 8938, 'store_id': 1467, 'sales': 13, 'item_no': 396, 'city_name': 'South Michaelchester'}
{'sales_id': 9822839, 'e_id': 8938, 'store_id': 1467, 'sales': 67, 'item_no': 732, 'city_name': 'Morganmouth'}
{'sales_id': 5685233, 'e_id': 8938, 'store_id': 1467, 'sales': 96, 'item_no': 163, 'city_name': 'Dianastad'}
{'sales_id': 4904926, 'e_id': 6510, 'store_id': 1467, 'sales': 99, 'item_no': 396, 'city_name': 'New Lisaberg'}
{'sales_id': 7568294, 'e_id': 2133, 'store_id': 3863, 'sales': 13, 'item_no': 53, 'city_name': 'Rodneyport'}
{'sales_id': 3321628, 'e_id': 3679, 'store_id': 3863, 'sales': 81, 'item_no': 867, 'city_name': 'Contrerasfort'}
{'sales_id': 3506233, 'e_id': 8938, 'store_id': 1467, 'sales': 89, 'item_no': 186, 'city_name': 'East Keith'}
{'sales_id': 703794, 'e_id': 7292, 'store_id': 3863, 'sales': 90, 'item_no': 33, 'city_name': 'Angelbury'}
{'sales_id': 1755496, 'e_id': 2133, 'store_id': 3863, 'sales': 63, 'item_no': 165, 'city_name': 'Kellibury'}
{'sales_id': 4718666, 'e_id': 6510, 'store_id': 1467, 'sales': 71, 'item_no': 354, 'city_name': 'West Alexanderfort'}
{'sales_id': 1237825, 'e_id': 6510, 'store_id': 1467, 'sales': 15, 'item_no': 836, 'city_name': 'Armstrongmouth'}
{'sales_id': 4332557, 'e_id': 2133, 'store_id': 3863, 'sales': 44, 'item_no': 136, 'city_name': 'South Michaelborough'}
{'sales_id': 6642588, 'e_id': 6510, 'store_id': 1467, 'sales': 7, 'item_no': 724, 'city_name': 'Lake Jonathanberg'}
{'sales_id': 9786925, 'e_id': 6510, 'store_id': 1467, 'sales': 64, 'item_no': 921, 'city_name': 'West Alyssahaven'}
{'sales_id': 2400922, 'e_id': 7292, 'store_id': 3863, 'sales': 82, 'item_no': 336, 'city_name': 'Zunigaville'}
{'sales_id': 6720200, 'e_id': 7292, 'store_id': 3863, 'sales': 93, 'item_no': 797, 'city_name': 'Hallchester'}
{'sales_id': 1722288, 'e_id': 2133, 'store_id': 3863, 'sales': 30, 'item_no': 209, 'city_name': 'North Donnaville'}
{'sales_id': 4083080, 'e_id': 7292, 'store_id': 3863, 'sales': 97, 'item_no': 127, 'city_name': 'South Thomas'}
{'sales_id': 470991, 'e_id': 2133, 'store_id': 3863, 'sales': 66, 'item_no': 468, 'city_name': 'Joshuaborough'}
{'sales_id': 1059219, 'e_id': 3679, 'store_id': 3863, 'sales': 35, 'item_no': 880, 'city_name': 'Williamschester'}
{'sales_id': 1441099, 'e_id': 7292, 'store_id': 3863, 'sales': 18, 'item_no': 503, 'city_name': 'Brandonmouth'}
{'sales_id': 5895523, 'e_id': 7292, 'store_id': 3863, 'sales': 84, 'item_no': 747, 'city_name': 'North Ashleyside'}
{'sales_id': 1937989, 'e_id': 3679, 'store_id': 3863, 'sales': 44, 'item_no': 535, 'city_name': 'Anthonyfort'}
{'sales_id': 4047863, 'e_id': 6510, 'store_id': 1467, 'sales': 7, 'item_no': 846, 'city_name': 'East Susan'}
{'sales_id': 694322, 'e_id': 7292, 'store_id': 3863, 'sales': 65, 'item_no': 349, 'city_name': 'Ashleybury'}
{'sales_id': 1482041, 'e_id': 7292, 'store_id': 3863, 'sales': 29, 'item_no': 394, 'city_name': 'New Isabelland'}
{'sales_id': 9073207, 'e_id': 2061, 'store_id': 1467, 'sales': 73, 'item_no': 727, 'city_name': 'West Savannah'}
{'sales_id': 6219989, 'e_id': 6510, 'store_id': 1467, 'sales': 40, 'item_no': 27, 'city_name': 'East Tracey'}
{'sales_id': 9478186, 'e_id': 2061, 'store_id': 1467, 'sales': 77, 'item_no': 694, 'city_name': 'Nicholsmouth'}
{'sales_id': 8681364, 'e_id': 7292, 'store_id': 3863, 'sales': 84, 'item_no': 480, 'city_name': 'Myersshire'}
{'sales_id': 9347979, 'e_id': 6510, 'store_id': 1467, 'sales': 63, 'item_no': 225, 'city_name': 'Leetown'}
{'sales_id': 9607423, 'e_id': 8938, 'store_id': 1467, 'sales': 76, 'item_no': 66, 'city_name': 'South Maria'}
{'sales_id': 402896, 'e_id': 2061, 'store_id': 1467, 'sales': 28, 'item_no': 773, 'city_name': 'Port Kylefort'}
{'sales_id': 5456450, 'e_id': 6510, 'store_id': 1467, 'sales': 71, 'item_no': 832, 'city_name': 'North Thomasside'}
{'sales_id': 2186319, 'e_id': 2133, 'store_id': 3863, 'sales': 55, 'item_no': 466, 'city_name': 'Angelaland'}
{'sales_id': 1544012, 'e_id': 6510, 'store_id': 1467, 'sales': 33, 'item_no': 406, 'city_name': 'Lake Cherylborough'}
{'sales_id': 1560256, 'e_id': 3679, 'store_id': 3863, 'sales': 4, 'item_no': 809, 'city_name': 'Michaelton'}
{'sales_id': 5252169, 'e_id': 6510, 'store_id': 1467, 'sales': 93, 'item_no': 234, 'city_name': 'North Richard'}
{'sales_id': 338864, 'e_id': 3679, 'store_id': 3863, 'sales': 63, 'item_no': 323, 'city_name': 'Martinfurt'}
{'sales_id': 2564766, 'e_id': 8938, 'store_id': 1467, 'sales': 0, 'item_no': 504, 'city_name': 'Cindyville'}
{'sales_id': 2683764, 'e_id': 7292, 'store_id': 3863, 'sales': 40, 'item_no': 884, 'city_name': 'Port Trevor'}
{'sales_id': 4188443, 'e_id': 7292, 'store_id': 3863, 'sales': 61, 'item_no': 370, 'city_name': 'South Abigail'}
{'sales_id': 2430601, 'e_id': 2061, 'store_id': 1467, 'sales': 81, 'item_no': 623, 'city_name': 'West Karenberg'}
{'sales_id': 4527953, 'e_id': 2133, 'store_id': 3863, 'sales': 1, 'item_no': 433, 'city_name': 'New Maryland'}
{'sales_id': 8445815, 'e_id': 6510, 'store_id': 1467, 'sales': 23, 'item_no': 700, 'city_name': 'Alexanderview'}
{'sales_id': 1081225, 'e_id': 6510, 'store_id': 1467, 'sales': 10, 'item_no': 425, 'city_name': 'Sarahmouth'}
{'sales_id': 6184853, 'e_id': 3679, 'store_id': 3863, 'sales': 47, 'item_no': 861, 'city_name': 'Coreychester'}
{'sales_id': 8133706, 'e_id': 8938, 'store_id': 1467, 'sales': 13, 'item_no': 611, 'city_name': 'Hoganborough'}
{'sales_id': 5605955, 'e_id': 8938, 'store_id': 1467, 'sales': 14, 'item_no': 748, 'city_name': 'Willisberg'}
{'sales_id': 6837376, 'e_id': 2133, 'store_id': 3863, 'sales': 37, 'item_no': 220, 'city_name': 'Warnerville'}
{'sales_id': 2745819, 'e_id': 2061, 'store_id': 1467, 'sales': 18, 'item_no': 588, 'city_name': 'Lake David'}
{'sales_id': 5466741, 'e_id': 6510, 'store_id': 1467, 'sales': 40, 'item_no': 322, 'city_name': 'Christopherhaven'}
{'sales_id': 7508261, 'e_id': 3679, 'store_id': 3863, 'sales': 12, 'item_no': 966, 'city_name': 'Orozcofurt'}
{'sales_id': 4730135, 'e_id': 2133, 'store_id': 3863, 'sales': 61, 'item_no': 152, 'city_name': 'Port Garrett'}
{'sales_id': 9889239, 'e_id': 2133, 'store_id': 3863, 'sales': 40, 'item_no': 563, 'city_name': 'Thomasshire'}
{'sales_id': 1792447, 'e_id': 7292, 'store_id': 3863, 'sales': 33, 'item_no': 710, 'city_name': 'Smithmouth'}
{'sales_id': 9545508, 'e_id': 2133, 'store_id': 3863, 'sales': 7, 'item_no': 902, 'city_name': 'East Markburgh'}
{'sales_id': 9287619, 'e_id': 8938, 'store_id': 1467, 'sales': 22, 'item_no': 60, 'city_name': 'Matthewfort'}
{'sales_id': 2223694, 'e_id': 2061, 'store_id': 1467, 'sales': 39, 'item_no': 342, 'city_name': 'East Loriland'}
{'sales_id': 3370587, 'e_id': 2061, 'store_id': 1467, 'sales': 39, 'item_no': 679, 'city_name': 'West Brian'}
{'sales_id': 421803, 'e_id': 8938, 'store_id': 1467, 'sales': 96, 'item_no': 138, 'city_name': 'South Julia'}
{'sales_id': 3112566, 'e_id': 8938, 'store_id': 1467, 'sales': 82, 'item_no': 822, 'city_name': 'Marychester'}
{'sales_id': 1693809, 'e_id': 8938, 'store_id': 1467, 'sales': 7, 'item_no': 121, 'city_name': 'Luketown'}
{'sales_id': 2572596, 'e_id': 7292, 'store_id': 3863, 'sales': 35, 'item_no': 30, 'city_name': 'South Amybury'}
{'sales_id': 5398500, 'e_id': 6510, 'store_id': 1467, 'sales': 18, 'item_no': 539, 'city_name': 'Lake Laurenchester'}
{'sales_id': 1959853, 'e_id': 2133, 'store_id': 3863, 'sales': 56, 'item_no': 738, 'city_name': 'Fergusonville'}
{'sales_id': 297839, 'e_id': 2061, 'store_id': 1467, 'sales': 75, 'item_no': 568, 'city_name': 'South Heidi'}
{'sales_id': 2519422, 'e_id': 2133, 'store_id': 3863, 'sales': 34, 'item_no': 717, 'city_name': 'Katherinestad'}
{'sales_id': 8256038, 'e_id': 8938, 'store_id': 1467, 'sales': 89, 'item_no': 451, 'city_name': 'East Tanyatown'}
{'sales_id': 5256244, 'e_id': 6510, 'store_id': 1467, 'sales': 58, 'item_no': 804, 'city_name': 'North Kyleview'}
{'sales_id': 4781476, 'e_id': 2061, 'store_id': 1467, 'sales': 51, 'item_no': 569, 'city_name': 'North Danielville'}
{'sales_id': 203838, 'e_id': 2133, 'store_id': 3863, 'sales': 48, 'item_no': 303, 'city_name': 'Amandaton'}
{'sales_id': 7032826, 'e_id': 7292, 'store_id': 3863, 'sales': 47, 'item_no': 147, 'city_name': 'Allenmouth'}
{'sales_id': 8547024, 'e_id': 2061, 'store_id': 1467, 'sales': 19, 'item_no': 16, 'city_name': 'Port Matthewfurt'}
{'sales_id': 4028848, 'e_id': 3679, 'store_id': 3863, 'sales': 22, 'item_no': 3, 'city_name': 'Lake Kimberly'}
{'sales_id': 6145794, 'e_id': 2133, 'store_id': 3863, 'sales': 54, 'item_no': 84, 'city_name': 'East Rebeccafurt'}
{'sales_id': 1298171, 'e_id': 2061, 'store_id': 1467, 'sales': 98, 'item_no': 958, 'city_name': 'Dakotaside'}
{'sales_id': 1240670, 'e_id': 3679, 'store_id': 3863, 'sales': 27, 'item_no': 704, 'city_name': 'New Mariah'}
{'sales_id': 5930776, 'e_id': 2061, 'store_id': 1467, 'sales': 48, 'item_no': 861, 'city_name': 'Port Leslie'}
{'sales_id': 3247177, 'e_id': 8938, 'store_id': 1467, 'sales': 91, 'item_no': 486, 'city_name': 'Elizabethton'}
{'sales_id': 9190316, 'e_id': 8938, 'store_id': 1467, 'sales': 52, 'item_no': 589, 'city_name': 'East Sarahport'}
{'sales_id': 1011775, 'e_id': 7292, 'store_id': 3863, 'sales': 11, 'item_no': 291, 'city_name': 'Lindafurt'}
{'sales_id': 7433105, 'e_id': 6510, 'store_id': 1467, 'sales': 34, 'item_no': 714, 'city_name': 'West Emily'}
{'sales_id': 5948906, 'e_id': 3679, 'store_id': 3863, 'sales': 71, 'item_no': 385, 'city_name': 'North Tyler'}
{'sales_id': 2996206, 'e_id': 6510, 'store_id': 1467, 'sales': 49, 'item_no': 213, 'city_name': 'West Jamiefurt'}
{'sales_id': 6687403, 'e_id': 2133, 'store_id': 3863, 'sales': 45, 'item_no': 98, 'city_name': 'Huntchester'}
{'sales_id': 7179889, 'e_id': 3679, 'store_id': 3863, 'sales': 4, 'item_no': 97, 'city_name': 'Maxwellhaven'}
{'sales_id': 1579355, 'e_id': 2061, 'store_id': 1467, 'sales': 94, 'item_no': 46, 'city_name': 'Hahnberg'}
{'sales_id': 9074279, 'e_id': 2133, 'store_id': 3863, 'sales': 18, 'item_no': 523, 'city_name': 'Vanessamouth'}
{'sales_id': 6565683, 'e_id': 2133, 'store_id': 3863, 'sales': 96, 'item_no': 522, 'city_name': 'New Juliaview'}
{'sales_id': 9026451, 'e_id': 8938, 'store_id': 1467, 'sales': 53, 'item_no': 836, 'city_name': 'Port Brendan'}
{'sales_id': 4746685, 'e_id': 6510, 'store_id': 1467, 'sales': 67, 'item_no': 723, 'city_name': 'Lake Tiffany'}
{'sales_id': 9413507, 'e_id': 2133, 'store_id': 3863, 'sales': 10, 'item_no': 15, 'city_name': 'Ortizhaven'}
{'sales_id': 5278257, 'e_id': 2133, 'store_id': 3863, 'sales': 74, 'item_no': 566, 'city_name': 'North Lindsey'}
{'sales_id': 124123, 'e_id': 3679, 'store_id': 3863, 'sales': 50, 'item_no': 355, 'city_name': 'South Dillon'}
{'sales_id': 1361724, 'e_id': 2133, 'store_id': 3863, 'sales': 51, 'item_no': 977, 'city_name': 'Paulberg'}
{'sales_id': 1123607, 'e_id': 8938, 'store_id': 1467, 'sales': 73, 'item_no': 82, 'city_name': 'South Noah'}
{'sales_id': 6297945, 'e_id': 2061, 'store_id': 1467, 'sales': 48, 'item_no': 468, 'city_name': 'Raymondhaven'}
{'sales_id': 4092019, 'e_id': 2133, 'store_id': 3863, 'sales': 78, 'item_no': 677, 'city_name': 'West Alexander'}
{'sales_id': 8377491, 'e_id': 8938, 'store_id': 1467, 'sales': 21, 'item_no': 629, 'city_name': 'Taylorside'}
{'sales_id': 2838373, 'e_id': 6510, 'store_id': 1467, 'sales': 8, 'item_no': 235, 'city_name': 'New Ricky'}
{'sales_id': 3576298, 'e_id': 8938, 'store_id': 1467, 'sales': 93, 'item_no': 395, 'city_name': 'Blackwellchester'}
{'sales_id': 3633921, 'e_id': 7292, 'store_id': 3863, 'sales': 19, 'item_no': 78, 'city_name': 'Randyberg'}
{'sales_id': 859001, 'e_id': 8938, 'store_id': 1467, 'sales': 47, 'item_no': 784, 'city_name': 'Torresfurt'}
{'sales_id': 3959001, 'e_id': 7292, 'store_id': 3863, 'sales': 65, 'item_no': 911, 'city_name': 'East Lauren'}
{'sales_id': 7675906, 'e_id': 8938, 'store_id': 1467, 'sales': 70, 'item_no': 17, 'city_name': 'New Brendabury'}
{'sales_id': 3205922, 'e_id': 7292, 'store_id': 3863, 'sales': 37, 'item_no': 32, 'city_name': 'Smithmouth'}
{'sales_id': 762771, 'e_id': 7292, 'store_id': 3863, 'sales': 46, 'item_no': 437, 'city_name': 'Sandovalshire'}
{'sales_id': 7808033, 'e_id': 8938, 'store_id': 1467, 'sales': 27, 'item_no': 489, 'city_name': 'Matthewborough'}
{'sales_id': 2889220, 'e_id': 6510, 'store_id': 1467, 'sales': 65, 'item_no': 322, 'city_name': 'Joanside'}
{'sales_id': 9185453, 'e_id': 7292, 'store_id': 3863, 'sales': 54, 'item_no': 174, 'city_name': 'Lake Michaelmouth'}
{'sales_id': 9738206, 'e_id': 8938, 'store_id': 1467, 'sales': 49, 'item_no': 31, 'city_name': 'Harrisonburgh'}
{'sales_id': 4173618, 'e_id': 6510, 'store_id': 1467, 'sales': 17, 'item_no': 812, 'city_name': 'Samanthaside'}
{'sales_id': 7914612, 'e_id': 7292, 'store_id': 3863, 'sales': 55, 'item_no': 51, 'city_name': 'Fullerhaven'}
{'sales_id': 6802042, 'e_id': 8938, 'store_id': 1467, 'sales': 100, 'item_no': 639, 'city_name': 'South Reginaldstad'}
{'sales_id': 9458447, 'e_id': 2061, 'store_id': 1467, 'sales': 19, 'item_no': 960, 'city_name': 'Nataliehaven'}
{'sales_id': 6858277, 'e_id': 2061, 'store_id': 1467, 'sales': 53, 'item_no': 725, 'city_name': 'Lake Travisfurt'}
{'sales_id': 6066382, 'e_id': 2133, 'store_id': 3863, 'sales': 56, 'item_no': 71, 'city_name': 'Lindaland'}
