{'store_id': 3484, 'e_id': 7786, 'review_score': 7, 'sales_id': 6044318}
{'store_id': 2366, 'e_id': 3299, 'review_score': 6, 'sales_id': 1215866}
{'store_id': 2366, 'e_id': 3299, 'review_score': 5, 'sales_id': 6169503}
{'store_id': 2366, 'e_id': 2668, 'review_score': 7, 'sales_id': 8100220}
{'store_id': 3484, 'e_id': 5199, 'review_score': 1, 'sales_id': 2036611}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 5514983}
{'store_id': 3484, 'e_id': 5199, 'review_score': 0, 'sales_id': 4221999}
{'store_id': 3484, 'e_id': 7786, 'review_score': 7, 'sales_id': 5737389}
{'store_id': 3484, 'e_id': 5199, 'review_score': 5, 'sales_id': 1545205}
{'store_id': 3484, 'e_id': 7786, 'review_score': 0, 'sales_id': 35974}
{'store_id': 3484, 'e_id': 7786, 'review_score': 1, 'sales_id': 9251873}
{'store_id': 2366, 'e_id': 2668, 'review_score': 8, 'sales_id': 5458548}
{'store_id': 3484, 'e_id': 5199, 'review_score': 8, 'sales_id': 5920348}
{'store_id': 2366, 'e_id': 2668, 'review_score': 6, 'sales_id': 4755781}
{'store_id': 2366, 'e_id': 2668, 'review_score': 1, 'sales_id': 5895764}
{'store_id': 2366, 'e_id': 4208, 'review_score': 8, 'sales_id': 4476355}
{'store_id': 2366, 'e_id': 4208, 'review_score': 6, 'sales_id': 5658352}
{'store_id': 3484, 'e_id': 8, 'review_score': 10, 'sales_id': 4269270}
{'store_id': 2366, 'e_id': 4208, 'review_score': 9, 'sales_id': 4735097}
{'store_id': 3484, 'e_id': 8, 'review_score': 3, 'sales_id': 8656882}
{'store_id': 2366, 'e_id': 4208, 'review_score': 5, 'sales_id': 614714}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 7973918}
{'store_id': 3484, 'e_id': 8, 'review_score': 3, 'sales_id': 3257116}
{'store_id': 2366, 'e_id': 3299, 'review_score': 6, 'sales_id': 3661156}
{'store_id': 2366, 'e_id': 3299, 'review_score': 8, 'sales_id': 540176}
{'store_id': 3484, 'e_id': 8, 'review_score': 0, 'sales_id': 1650843}
{'store_id': 2366, 'e_id': 2668, 'review_score': 7, 'sales_id': 4437625}
{'store_id': 3484, 'e_id': 7786, 'review_score': 9, 'sales_id': 3804312}
{'store_id': 3484, 'e_id': 5199, 'review_score': 2, 'sales_id': 7000962}
{'store_id': 3484, 'e_id': 5199, 'review_score': 7, 'sales_id': 9214277}
{'store_id': 3484, 'e_id': 7786, 'review_score': 4, 'sales_id': 4398544}
{'store_id': 2366, 'e_id': 4208, 'review_score': 9, 'sales_id': 8127137}
{'store_id': 3484, 'e_id': 8, 'review_score': 1, 'sales_id': 3824343}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 4279390}
{'store_id': 3484, 'e_id': 8, 'review_score': 0, 'sales_id': 1679882}
{'store_id': 3484, 'e_id': 7786, 'review_score': 1, 'sales_id': 5923927}
{'store_id': 3484, 'e_id': 8, 'review_score': 9, 'sales_id': 1410152}
{'store_id': 3484, 'e_id': 5199, 'review_score': 4, 'sales_id': 8530922}
{'store_id': 3484, 'e_id': 5199, 'review_score': 3, 'sales_id': 4983770}
{'store_id': 3484, 'e_id': 8, 'review_score': 8, 'sales_id': 4564705}
{'store_id': 2366, 'e_id': 2668, 'review_score': 10, 'sales_id': 3926191}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 7562691}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 5582708}
{'store_id': 2366, 'e_id': 3299, 'review_score': 1, 'sales_id': 9090855}
{'store_id': 3484, 'e_id': 5199, 'review_score': 10, 'sales_id': 5950283}
{'store_id': 3484, 'e_id': 5199, 'review_score': 10, 'sales_id': 7395482}
{'store_id': 3484, 'e_id': 8, 'review_score': 5, 'sales_id': 353878}
{'store_id': 2366, 'e_id': 3299, 'review_score': 9, 'sales_id': 6833799}
{'store_id': 2366, 'e_id': 3299, 'review_score': 2, 'sales_id': 7231097}
{'store_id': 2366, 'e_id': 4208, 'review_score': 0, 'sales_id': 24509}
{'store_id': 2366, 'e_id': 3299, 'review_score': 0, 'sales_id': 6581686}
{'store_id': 3484, 'e_id': 8, 'review_score': 2, 'sales_id': 7218267}
{'store_id': 3484, 'e_id': 7786, 'review_score': 1, 'sales_id': 9800043}
{'store_id': 2366, 'e_id': 2668, 'review_score': 1, 'sales_id': 4895253}
{'store_id': 3484, 'e_id': 7786, 'review_score': 0, 'sales_id': 7376486}
{'store_id': 3484, 'e_id': 7786, 'review_score': 0, 'sales_id': 7640955}
{'store_id': 3484, 'e_id': 8, 'review_score': 5, 'sales_id': 5252852}
{'store_id': 3484, 'e_id': 7786, 'review_score': 5, 'sales_id': 9366631}
{'store_id': 2366, 'e_id': 2668, 'review_score': 8, 'sales_id': 3418287}
{'store_id': 2366, 'e_id': 3299, 'review_score': 4, 'sales_id': 5347004}
{'store_id': 2366, 'e_id': 3299, 'review_score': 7, 'sales_id': 3455854}
{'store_id': 2366, 'e_id': 3299, 'review_score': 8, 'sales_id': 3503059}
{'store_id': 3484, 'e_id': 8, 'review_score': 9, 'sales_id': 909156}
{'store_id': 3484, 'e_id': 8, 'review_score': 9, 'sales_id': 7808429}
{'store_id': 3484, 'e_id': 5199, 'review_score': 3, 'sales_id': 9989276}
{'store_id': 2366, 'e_id': 3299, 'review_score': 1, 'sales_id': 156694}
{'store_id': 2366, 'e_id': 2668, 'review_score': 3, 'sales_id': 6134646}
{'store_id': 3484, 'e_id': 5199, 'review_score': 9, 'sales_id': 4911572}
{'store_id': 3484, 'e_id': 7786, 'review_score': 3, 'sales_id': 7171263}
{'store_id': 2366, 'e_id': 3299, 'review_score': 0, 'sales_id': 4372302}
{'store_id': 3484, 'e_id': 5199, 'review_score': 5, 'sales_id': 3051025}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 6010202}
{'store_id': 3484, 'e_id': 7786, 'review_score': 4, 'sales_id': 4840938}
{'store_id': 3484, 'e_id': 7786, 'review_score': 8, 'sales_id': 8618817}
{'store_id': 3484, 'e_id': 5199, 'review_score': 10, 'sales_id': 3623469}
{'store_id': 3484, 'e_id': 8, 'review_score': 4, 'sales_id': 478836}
{'store_id': 2366, 'e_id': 2668, 'review_score': 6, 'sales_id': 8455263}
{'store_id': 2366, 'e_id': 3299, 'review_score': 5, 'sales_id': 4574501}
{'store_id': 2366, 'e_id': 4208, 'review_score': 3, 'sales_id': 3579142}
{'store_id': 3484, 'e_id': 7786, 'review_score': 4, 'sales_id': 1079549}
{'store_id': 2366, 'e_id': 3299, 'review_score': 9, 'sales_id': 7834159}
{'store_id': 3484, 'e_id': 7786, 'review_score': 8, 'sales_id': 7771469}
{'store_id': 2366, 'e_id': 3299, 'review_score': 7, 'sales_id': 1291418}
{'store_id': 3484, 'e_id': 5199, 'review_score': 3, 'sales_id': 7296084}
{'store_id': 2366, 'e_id': 4208, 'review_score': 5, 'sales_id': 7507289}
{'store_id': 3484, 'e_id': 5199, 'review_score': 8, 'sales_id': 8415615}
{'store_id': 2366, 'e_id': 2668, 'review_score': 6, 'sales_id': 9933940}
{'store_id': 3484, 'e_id': 7786, 'review_score': 7, 'sales_id': 7987009}
{'store_id': 3484, 'e_id': 8, 'review_score': 9, 'sales_id': 8338530}
{'store_id': 3484, 'e_id': 5199, 'review_score': 7, 'sales_id': 1157658}
{'store_id': 3484, 'e_id': 8, 'review_score': 3, 'sales_id': 3910558}
{'store_id': 3484, 'e_id': 5199, 'review_score': 8, 'sales_id': 1680012}
{'store_id': 3484, 'e_id': 8, 'review_score': 10, 'sales_id': 5575298}
{'store_id': 3484, 'e_id': 7786, 'review_score': 6, 'sales_id': 261368}
{'store_id': 2366, 'e_id': 2668, 'review_score': 8, 'sales_id': 6140488}
{'store_id': 2366, 'e_id': 3299, 'review_score': 7, 'sales_id': 9840105}
{'store_id': 3484, 'e_id': 8, 'review_score': 7, 'sales_id': 576668}
{'store_id': 2366, 'e_id': 3299, 'review_score': 10, 'sales_id': 5278263}
{'store_id': 2366, 'e_id': 2668, 'review_score': 6, 'sales_id': 8188757}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 1831195}
{'store_id': 2366, 'e_id': 2668, 'review_score': 6, 'sales_id': 1247253}
{'store_id': 2366, 'e_id': 2668, 'review_score': 2, 'sales_id': 4087322}
{'store_id': 2366, 'e_id': 3299, 'review_score': 2, 'sales_id': 9609112}
{'store_id': 3484, 'e_id': 5199, 'review_score': 1, 'sales_id': 2708901}
{'store_id': 2366, 'e_id': 2668, 'review_score': 4, 'sales_id': 2890628}
{'store_id': 2366, 'e_id': 2668, 'review_score': 3, 'sales_id': 2245846}
{'store_id': 3484, 'e_id': 5199, 'review_score': 8, 'sales_id': 1572281}
{'store_id': 2366, 'e_id': 2668, 'review_score': 2, 'sales_id': 288072}
{'store_id': 2366, 'e_id': 3299, 'review_score': 9, 'sales_id': 4798623}
{'store_id': 3484, 'e_id': 8, 'review_score': 1, 'sales_id': 3420619}
{'store_id': 2366, 'e_id': 2668, 'review_score': 9, 'sales_id': 2627344}
{'store_id': 2366, 'e_id': 3299, 'review_score': 0, 'sales_id': 8154737}
{'store_id': 2366, 'e_id': 4208, 'review_score': 0, 'sales_id': 2529207}
{'store_id': 3484, 'e_id': 7786, 'review_score': 9, 'sales_id': 3156732}
{'store_id': 2366, 'e_id': 2668, 'review_score': 8, 'sales_id': 2517516}
{'store_id': 3484, 'e_id': 7786, 'review_score': 8, 'sales_id': 7942998}
{'store_id': 2366, 'e_id': 4208, 'review_score': 1, 'sales_id': 8771883}
{'store_id': 2366, 'e_id': 3299, 'review_score': 7, 'sales_id': 6109181}
{'store_id': 2366, 'e_id': 3299, 'review_score': 0, 'sales_id': 5327126}
{'store_id': 2366, 'e_id': 2668, 'review_score': 4, 'sales_id': 9904772}
{'store_id': 3484, 'e_id': 7786, 'review_score': 5, 'sales_id': 6417989}
{'store_id': 3484, 'e_id': 8, 'review_score': 4, 'sales_id': 6023797}
{'store_id': 2366, 'e_id': 4208, 'review_score': 6, 'sales_id': 3631958}
{'store_id': 3484, 'e_id': 8, 'review_score': 6, 'sales_id': 337116}
{'store_id': 3484, 'e_id': 8, 'review_score': 2, 'sales_id': 2851438}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 7840912}
{'store_id': 2366, 'e_id': 2668, 'review_score': 9, 'sales_id': 6576370}
{'store_id': 3484, 'e_id': 8, 'review_score': 1, 'sales_id': 153546}
{'store_id': 3484, 'e_id': 7786, 'review_score': 10, 'sales_id': 7452431}
{'store_id': 2366, 'e_id': 4208, 'review_score': 1, 'sales_id': 5333508}
{'store_id': 2366, 'e_id': 2668, 'review_score': 8, 'sales_id': 1988676}
{'store_id': 3484, 'e_id': 5199, 'review_score': 10, 'sales_id': 6318900}
{'store_id': 3484, 'e_id': 7786, 'review_score': 3, 'sales_id': 524296}
{'store_id': 2366, 'e_id': 4208, 'review_score': 9, 'sales_id': 7498065}
{'store_id': 3484, 'e_id': 5199, 'review_score': 5, 'sales_id': 1273046}
{'store_id': 3484, 'e_id': 7786, 'review_score': 10, 'sales_id': 1209982}
{'store_id': 2366, 'e_id': 3299, 'review_score': 2, 'sales_id': 871873}
{'store_id': 3484, 'e_id': 5199, 'review_score': 3, 'sales_id': 5482828}
{'store_id': 3484, 'e_id': 7786, 'review_score': 2, 'sales_id': 8406904}
{'store_id': 3484, 'e_id': 7786, 'review_score': 0, 'sales_id': 6008187}
{'store_id': 2366, 'e_id': 4208, 'review_score': 9, 'sales_id': 8101186}
{'store_id': 3484, 'e_id': 7786, 'review_score': 9, 'sales_id': 7270768}
{'store_id': 3484, 'e_id': 7786, 'review_score': 2, 'sales_id': 8420897}
{'store_id': 2366, 'e_id': 4208, 'review_score': 5, 'sales_id': 8488341}
{'store_id': 2366, 'e_id': 3299, 'review_score': 5, 'sales_id': 795559}
{'store_id': 3484, 'e_id': 5199, 'review_score': 10, 'sales_id': 4160285}
{'store_id': 2366, 'e_id': 3299, 'review_score': 0, 'sales_id': 9944190}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 8016122}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 4246168}
{'store_id': 2366, 'e_id': 3299, 'review_score': 4, 'sales_id': 7336478}
{'store_id': 2366, 'e_id': 2668, 'review_score': 1, 'sales_id': 2724630}
{'store_id': 3484, 'e_id': 7786, 'review_score': 1, 'sales_id': 9262180}
{'store_id': 3484, 'e_id': 8, 'review_score': 7, 'sales_id': 2167373}
{'store_id': 3484, 'e_id': 8, 'review_score': 7, 'sales_id': 3685601}
{'store_id': 3484, 'e_id': 7786, 'review_score': 5, 'sales_id': 3810130}
{'store_id': 3484, 'e_id': 8, 'review_score': 9, 'sales_id': 1123948}
{'store_id': 2366, 'e_id': 4208, 'review_score': 9, 'sales_id': 4744802}
{'store_id': 3484, 'e_id': 7786, 'review_score': 2, 'sales_id': 9087183}
{'store_id': 2366, 'e_id': 3299, 'review_score': 3, 'sales_id': 3841720}
{'store_id': 2366, 'e_id': 4208, 'review_score': 7, 'sales_id': 1461409}
{'store_id': 2366, 'e_id': 3299, 'review_score': 1, 'sales_id': 65493}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 3019644}
{'store_id': 2366, 'e_id': 3299, 'review_score': 3, 'sales_id': 2221472}
{'store_id': 3484, 'e_id': 7786, 'review_score': 7, 'sales_id': 645035}
{'store_id': 2366, 'e_id': 2668, 'review_score': 7, 'sales_id': 3054968}
{'store_id': 3484, 'e_id': 7786, 'review_score': 6, 'sales_id': 9811295}
{'store_id': 3484, 'e_id': 8, 'review_score': 7, 'sales_id': 6142386}
{'store_id': 3484, 'e_id': 8, 'review_score': 6, 'sales_id': 8311250}
{'store_id': 2366, 'e_id': 3299, 'review_score': 9, 'sales_id': 3816058}
{'store_id': 2366, 'e_id': 4208, 'review_score': 4, 'sales_id': 8052540}
{'store_id': 2366, 'e_id': 3299, 'review_score': 9, 'sales_id': 602671}
{'store_id': 2366, 'e_id': 3299, 'review_score': 8, 'sales_id': 6524011}
{'store_id': 2366, 'e_id': 4208, 'review_score': 1, 'sales_id': 7372239}
{'store_id': 2366, 'e_id': 4208, 'review_score': 6, 'sales_id': 7142017}
{'store_id': 2366, 'e_id': 3299, 'review_score': 1, 'sales_id': 9567067}
{'store_id': 3484, 'e_id': 8, 'review_score': 2, 'sales_id': 5923437}
{'store_id': 2366, 'e_id': 3299, 'review_score': 3, 'sales_id': 705500}
{'store_id': 2366, 'e_id': 3299, 'review_score': 6, 'sales_id': 1898371}
{'store_id': 2366, 'e_id': 3299, 'review_score': 8, 'sales_id': 3705478}
{'store_id': 3484, 'e_id': 8, 'review_score': 0, 'sales_id': 665751}
{'store_id': 3484, 'e_id': 8, 'review_score': 2, 'sales_id': 4659862}
{'store_id': 3484, 'e_id': 5199, 'review_score': 10, 'sales_id': 1411503}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 3488846}
{'store_id': 2366, 'e_id': 4208, 'review_score': 2, 'sales_id': 1833972}
{'store_id': 3484, 'e_id': 7786, 'review_score': 8, 'sales_id': 2281859}
{'store_id': 3484, 'e_id': 7786, 'review_score': 10, 'sales_id': 1758778}
{'store_id': 3484, 'e_id': 8, 'review_score': 0, 'sales_id': 8962623}
{'store_id': 2366, 'e_id': 2668, 'review_score': 2, 'sales_id': 8207531}
{'store_id': 2366, 'e_id': 3299, 'review_score': 9, 'sales_id': 3402563}
{'store_id': 3484, 'e_id': 7786, 'review_score': 6, 'sales_id': 6545193}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 6250371}
{'store_id': 2366, 'e_id': 3299, 'review_score': 0, 'sales_id': 8631537}
{'store_id': 3484, 'e_id': 8, 'review_score': 3, 'sales_id': 4443652}
{'store_id': 3484, 'e_id': 8, 'review_score': 2, 'sales_id': 2994666}
{'store_id': 2366, 'e_id': 4208, 'review_score': 6, 'sales_id': 1074843}
{'store_id': 2366, 'e_id': 4208, 'review_score': 6, 'sales_id': 381644}
{'store_id': 3484, 'e_id': 7786, 'review_score': 3, 'sales_id': 2392182}
{'store_id': 3484, 'e_id': 5199, 'review_score': 2, 'sales_id': 4944251}
{'store_id': 2366, 'e_id': 2668, 'review_score': 5, 'sales_id': 7255144}
{'store_id': 2366, 'e_id': 4208, 'review_score': 7, 'sales_id': 6340846}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 841775}
{'store_id': 3484, 'e_id': 7786, 'review_score': 2, 'sales_id': 5006532}
{'store_id': 2366, 'e_id': 2668, 'review_score': 5, 'sales_id': 2526237}
{'store_id': 3484, 'e_id': 8, 'review_score': 3, 'sales_id': 671542}
{'store_id': 3484, 'e_id': 8, 'review_score': 9, 'sales_id': 9780555}
{'store_id': 2366, 'e_id': 4208, 'review_score': 7, 'sales_id': 6342382}
{'store_id': 2366, 'e_id': 3299, 'review_score': 5, 'sales_id': 5921613}
{'store_id': 2366, 'e_id': 2668, 'review_score': 7, 'sales_id': 1693630}
{'store_id': 3484, 'e_id': 7786, 'review_score': 2, 'sales_id': 6530653}
{'store_id': 2366, 'e_id': 4208, 'review_score': 8, 'sales_id': 7817363}
{'store_id': 3484, 'e_id': 7786, 'review_score': 10, 'sales_id': 8275943}
{'store_id': 3484, 'e_id': 8, 'review_score': 6, 'sales_id': 8983418}
{'store_id': 3484, 'e_id': 5199, 'review_score': 8, 'sales_id': 9694305}
{'store_id': 3484, 'e_id': 8, 'review_score': 8, 'sales_id': 3547238}
{'store_id': 2366, 'e_id': 2668, 'review_score': 4, 'sales_id': 6167112}
{'store_id': 3484, 'e_id': 7786, 'review_score': 6, 'sales_id': 3244249}
{'store_id': 2366, 'e_id': 4208, 'review_score': 2, 'sales_id': 8301023}
{'store_id': 2366, 'e_id': 4208, 'review_score': 2, 'sales_id': 2422839}
{'store_id': 2366, 'e_id': 3299, 'review_score': 10, 'sales_id': 2901643}
{'store_id': 2366, 'e_id': 4208, 'review_score': 10, 'sales_id': 1691161}
{'store_id': 2366, 'e_id': 3299, 'review_score': 0, 'sales_id': 2283885}
{'store_id': 2366, 'e_id': 3299, 'review_score': 4, 'sales_id': 3010324}
{'store_id': 3484, 'e_id': 7786, 'review_score': 5, 'sales_id': 4873321}
{'store_id': 2366, 'e_id': 4208, 'review_score': 1, 'sales_id': 4492331}
{'store_id': 2366, 'e_id': 4208, 'review_score': 5, 'sales_id': 2944517}
{'store_id': 3484, 'e_id': 8, 'review_score': 2, 'sales_id': 3491939}
{'store_id': 2366, 'e_id': 2668, 'review_score': 9, 'sales_id': 342918}
{'store_id': 3484, 'e_id': 5199, 'review_score': 7, 'sales_id': 8759978}
{'store_id': 2366, 'e_id': 3299, 'review_score': 1, 'sales_id': 8517460}
{'store_id': 3484, 'e_id': 5199, 'review_score': 1, 'sales_id': 1150892}
{'store_id': 2366, 'e_id': 2668, 'review_score': 4, 'sales_id': 7325546}
{'store_id': 3484, 'e_id': 5199, 'review_score': 4, 'sales_id': 3151445}
{'store_id': 2366, 'e_id': 2668, 'review_score': 8, 'sales_id': 8114625}
{'store_id': 2366, 'e_id': 4208, 'review_score': 5, 'sales_id': 2699422}
{'store_id': 3484, 'e_id': 5199, 'review_score': 6, 'sales_id': 4442209}
{'store_id': 3484, 'e_id': 5199, 'review_score': 7, 'sales_id': 9470733}
{'store_id': 3484, 'e_id': 8, 'review_score': 6, 'sales_id': 8819809}
{'store_id': 3484, 'e_id': 8, 'review_score': 8, 'sales_id': 6951992}
{'store_id': 2366, 'e_id': 3299, 'review_score': 1, 'sales_id': 7177902}
{'store_id': 3484, 'e_id': 7786, 'review_score': 4, 'sales_id': 7093296}
{'store_id': 2366, 'e_id': 4208, 'review_score': 9, 'sales_id': 4712108}
{'store_id': 3484, 'e_id': 8, 'review_score': 4, 'sales_id': 108024}
{'store_id': 3484, 'e_id': 8, 'review_score': 10, 'sales_id': 8759664}
{'store_id': 3484, 'e_id': 5199, 'review_score': 10, 'sales_id': 5531768}
{'store_id': 2366, 'e_id': 2668, 'review_score': 1, 'sales_id': 5601101}
{'store_id': 3484, 'e_id': 5199, 'review_score': 7, 'sales_id': 7426860}
{'store_id': 3484, 'e_id': 7786, 'review_score': 2, 'sales_id': 4422206}
{'store_id': 3484, 'e_id': 5199, 'review_score': 1, 'sales_id': 9551790}
{'store_id': 2366, 'e_id': 3299, 'review_score': 8, 'sales_id': 7311838}
{'store_id': 2366, 'e_id': 2668, 'review_score': 0, 'sales_id': 2486426}
{'store_id': 2366, 'e_id': 2668, 'review_score': 9, 'sales_id': 4396685}
{'store_id': 3484, 'e_id': 7786, 'review_score': 6, 'sales_id': 3146657}
{'store_id': 3484, 'e_id': 8, 'review_score': 0, 'sales_id': 7024359}
{'store_id': 2366, 'e_id': 4208, 'review_score': 3, 'sales_id': 1767654}
{'store_id': 2366, 'e_id': 2668, 'review_score': 7, 'sales_id': 6408540}
{'store_id': 2366, 'e_id': 2668, 'review_score': 1, 'sales_id': 8941640}
{'store_id': 3484, 'e_id': 7786, 'review_score': 7, 'sales_id': 7842499}
{'store_id': 2366, 'e_id': 4208, 'review_score': 7, 'sales_id': 2755746}
{'store_id': 2366, 'e_id': 4208, 'review_score': 7, 'sales_id': 6580174}
{'store_id': 2366, 'e_id': 3299, 'review_score': 8, 'sales_id': 7446689}
{'store_id': 2366, 'e_id': 4208, 'review_score': 4, 'sales_id': 5303571}
{'store_id': 2366, 'e_id': 2668, 'review_score': 9, 'sales_id': 257026}
{'store_id': 3484, 'e_id': 8, 'review_score': 4, 'sales_id': 5224485}
{'store_id': 3484, 'e_id': 7786, 'review_score': 3, 'sales_id': 6784177}
{'store_id': 3484, 'e_id': 5199, 'review_score': 7, 'sales_id': 5644592}
