(9952, 6164, 9, 3533350)
(1308, 6379, 9, 2951523)
(9952, 3451, 7, 9551110)
(9952, 6164, 1, 7441959)
(1308, 6379, 10, 2105326)
(9952, 9774, 4, 8972176)
(1308, 4594, 10, 2048090)
(9952, 3451, 5, 1976556)
(9952, 3451, 10, 1613824)
(9952, 9774, 4, 2746705)
(1308, 6379, 9, 1085134)
(1308, 6379, 5, 9493669)
(9952, 9774, 3, 9985634)
(1308, 7963, 1, 9930867)
(9952, 6164, 9, 9732356)
(9952, 6164, 2, 795376)
(1308, 4594, 10, 131060)
(9952, 9774, 2, 9128155)
(9952, 3451, 7, 4024343)
(1308, 6379, 9, 7511023)
(9952, 6164, 4, 8011903)
(9952, 6164, 5, 302198)
(1308, 6379, 1, 4768595)
(1308, 4594, 8, 503653)
(1308, 4594, 2, 5593331)
(1308, 7963, 8, 8350133)
(1308, 6379, 6, 9220082)
(1308, 4594, 2, 2636220)
(1308, 6379, 3, 273235)
(9952, 6164, 5, 8260371)
(1308, 7963, 9, 1847247)
(9952, 3451, 10, 6261934)
(1308, 6379, 7, 7916472)
(9952, 3451, 3, 7748427)
(9952, 3451, 10, 3908362)
(1308, 7963, 8, 6965062)
(9952, 6164, 4, 5552449)
(1308, 4594, 5, 1584920)
(1308, 7963, 2, 44209)
(1308, 7963, 9, 9199559)
(9952, 3451, 7, 5656533)
(1308, 4594, 3, 7765375)
(1308, 7963, 7, 8106135)
(9952, 6164, 2, 4212863)
(9952, 9774, 5, 3910194)
(9952, 9774, 4, 6117747)
(1308, 7963, 2, 2487980)
(1308, 7963, 3, 3522396)
(9952, 3451, 10, 743132)
(9952, 9774, 1, 9964212)
(9952, 3451, 6, 1432550)
(1308, 6379, 10, 9982198)
(1308, 6379, 6, 20527)
(9952, 6164, 8, 4495930)
(9952, 6164, 5, 2864099)
(9952, 6164, 1, 2226856)
(1308, 4594, 6, 3534122)
(9952, 6164, 8, 6488498)
(1308, 6379, 8, 8567957)
(9952, 9774, 4, 3794436)
(1308, 7963, 10, 5864558)
(9952, 9774, 7, 5116663)
(1308, 4594, 10, 3000899)
(9952, 9774, 2, 592876)
(1308, 4594, 5, 5711292)
(9952, 3451, 9, 5767840)
(9952, 3451, 3, 4389636)
(9952, 9774, 9, 3883822)
(9952, 9774, 8, 3792865)
(1308, 7963, 6, 3213446)
(1308, 4594, 3, 5444642)
(9952, 3451, 9, 9634553)
(1308, 6379, 10, 9787899)
(1308, 6379, 1, 8109514)
(9952, 9774, 10, 8105242)
(9952, 9774, 6, 3180727)
(9952, 6164, 9, 9779541)
(1308, 7963, 5, 7000034)
(9952, 6164, 5, 6898984)
(9952, 6164, 2, 20899)
(1308, 6379, 8, 8918778)
(9952, 3451, 9, 7835492)
(9952, 3451, 2, 1393281)
(9952, 9774, 6, 4242578)
(1308, 4594, 9, 8128992)
(9952, 6164, 10, 5713360)
(1308, 4594, 6, 310542)
(9952, 3451, 10, 4239015)
(1308, 4594, 1, 2518855)
(9952, 3451, 3, 3015748)
(9952, 3451, 9, 4245800)
(9952, 6164, 9, 3907646)
(1308, 6379, 8, 884330)
(9952, 3451, 1, 738817)
(9952, 9774, 1, 8513001)
(9952, 3451, 5, 3238377)
(9952, 6164, 7, 1213097)
(9952, 9774, 4, 6499117)
(1308, 6379, 10, 4900438)
(1308, 4594, 9, 6058953)
(1308, 6379, 10, 203700)
(1308, 6379, 5, 3065051)
(9952, 6164, 1, 1963490)
(1308, 4594, 6, 575762)
(1308, 6379, 10, 8399737)
(1308, 4594, 2, 4143128)
(9952, 3451, 7, 8405778)
(9952, 9774, 5, 7508143)
(1308, 7963, 10, 3531427)
(1308, 4594, 8, 8089078)
(9952, 6164, 6, 6605286)
(1308, 7963, 9, 8433725)
(1308, 7963, 6, 286841)
(9952, 3451, 8, 8939041)
(1308, 4594, 4, 2024560)
(9952, 9774, 4, 4205768)
(1308, 4594, 5, 9909415)
(1308, 7963, 7, 9046332)
(1308, 4594, 2, 6039665)
(9952, 9774, 6, 1119622)
(9952, 9774, 9, 6837855)
(1308, 6379, 10, 5776941)
(9952, 9774, 7, 8853139)
(9952, 6164, 2, 5916149)
(1308, 6379, 9, 8901123)
(1308, 4594, 4, 2050352)
(9952, 3451, 5, 9291046)
(1308, 6379, 5, 5585128)
(9952, 3451, 1, 2956830)
(1308, 7963, 2, 4765307)
(9952, 6164, 1, 7975471)
(1308, 4594, 9, 850894)
(1308, 7963, 9, 2920023)
(1308, 7963, 6, 948974)
(1308, 6379, 3, 2207489)
(1308, 6379, 6, 5608378)
(9952, 9774, 10, 3215634)
(9952, 9774, 8, 1456649)
(1308, 7963, 9, 5099957)
(9952, 3451, 10, 967212)
(1308, 6379, 8, 4438077)
(1308, 6379, 9, 6488607)
(9952, 3451, 6, 4750668)
(9952, 9774, 8, 1567069)
(1308, 4594, 9, 658496)
(9952, 3451, 6, 5620925)
(9952, 3451, 2, 1552507)
(1308, 4594, 3, 7633303)
(9952, 3451, 10, 5197806)
(1308, 7963, 6, 9568148)
(9952, 6164, 8, 9762857)
(1308, 6379, 4, 8411998)
(1308, 7963, 2, 6522322)
(9952, 9774, 5, 9089571)
(1308, 6379, 2, 6522659)
(9952, 9774, 1, 7057490)
(9952, 3451, 3, 3825944)
(1308, 6379, 6, 4627281)
(1308, 7963, 1, 2215977)
(1308, 6379, 3, 7997050)
(9952, 6164, 10, 8604685)
(9952, 6164, 7, 7638317)
(9952, 6164, 3, 3096016)
(9952, 3451, 5, 683537)
(9952, 6164, 8, 9167679)
(1308, 7963, 7, 870487)
(9952, 3451, 7, 5914630)
(9952, 6164, 7, 6539080)
(9952, 3451, 5, 5298219)
(1308, 7963, 2, 6892711)
(9952, 9774, 8, 8391163)
(9952, 9774, 2, 4065001)
(9952, 6164, 3, 7412361)
(1308, 6379, 9, 8628228)
(1308, 7963, 8, 2347510)
(1308, 7963, 1, 1604800)
(9952, 6164, 7, 7414863)
(1308, 7963, 2, 7343658)
(1308, 7963, 1, 5479393)
(1308, 6379, 10, 9358450)
(1308, 4594, 5, 8128803)
(1308, 6379, 9, 3243926)
(1308, 6379, 5, 2270997)
(1308, 4594, 6, 4300775)
(1308, 6379, 3, 5869801)
(1308, 4594, 9, 5752293)
(9952, 3451, 10, 9611060)
(1308, 6379, 8, 7333424)
(1308, 7963, 1, 9639447)
(9952, 6164, 5, 8077300)
(1308, 7963, 1, 2041529)
(1308, 6379, 5, 2643486)
(1308, 6379, 4, 5162823)
(1308, 7963, 2, 3904754)
(9952, 9774, 3, 9278360)
(9952, 6164, 4, 7035925)
(9952, 9774, 4, 1166396)
(9952, 3451, 9, 4731339)
(1308, 4594, 2, 2687508)
(9952, 3451, 5, 6223315)
(9952, 9774, 5, 9486536)
(1308, 4594, 10, 8871120)
(1308, 6379, 5, 3374778)
(1308, 4594, 3, 5137670)
(9952, 6164, 2, 9975064)
(9952, 6164, 7, 5990372)
(1308, 4594, 7, 1961977)
(1308, 6379, 7, 286802)
(9952, 3451, 10, 5718027)
(1308, 6379, 3, 7865813)
(1308, 7963, 2, 7831949)
(9952, 3451, 10, 932800)
(9952, 6164, 5, 8399932)
(1308, 6379, 1, 6529480)
(9952, 6164, 9, 6795515)
(9952, 3451, 5, 1924119)
(9952, 3451, 1, 5644036)
(1308, 6379, 10, 2777492)
(9952, 3451, 1, 1333805)
(1308, 4594, 9, 404753)
(1308, 4594, 8, 6503787)
(9952, 3451, 6, 1939373)
(1308, 4594, 8, 9731682)
(9952, 9774, 1, 379656)
(9952, 9774, 7, 9915225)
(9952, 9774, 10, 1085532)
(1308, 6379, 2, 8295538)
(1308, 4594, 1, 966174)
(1308, 6379, 8, 4669517)
(1308, 6379, 1, 6585004)
(1308, 6379, 10, 2923367)
(9952, 6164, 7, 8162721)
(1308, 7963, 3, 6088223)
(1308, 4594, 10, 1525632)
(9952, 9774, 10, 1622561)
(9952, 3451, 5, 3601935)
(9952, 9774, 2, 2621541)
(1308, 7963, 6, 8487312)
(1308, 6379, 4, 4066072)
(9952, 9774, 7, 3300481)
(1308, 7963, 2, 7582423)
(1308, 4594, 3, 2179323)
(1308, 7963, 7, 612107)
(9952, 6164, 4, 7538582)
(1308, 4594, 7, 7180110)
(1308, 7963, 1, 9844213)
(1308, 7963, 9, 4352583)
(1308, 6379, 3, 498704)
(1308, 6379, 7, 1863106)
(1308, 4594, 9, 236001)
(1308, 6379, 4, 3487591)
(9952, 3451, 7, 1871492)
(9952, 9774, 7, 4010180)
(9952, 6164, 7, 4878913)
(1308, 7963, 8, 3467460)
(9952, 3451, 10, 1204058)
(1308, 6379, 5, 3273078)
(1308, 6379, 6, 5905803)
(1308, 4594, 5, 8529854)
(1308, 4594, 7, 4853254)
(1308, 4594, 5, 5805929)
(9952, 6164, 10, 1789068)
(1308, 6379, 1, 6598455)
(1308, 7963, 4, 5059653)
(1308, 7963, 4, 8444400)
(9952, 6164, 1, 1809214)
(9952, 9774, 9, 1616148)
(1308, 4594, 4, 3581221)
(9952, 9774, 4, 4084149)
(1308, 7963, 7, 9187865)
(1308, 4594, 2, 7343012)
(1308, 7963, 10, 5747652)
(9952, 3451, 3, 781036)
(9952, 3451, 1, 9345259)
(1308, 4594, 9, 5924047)
(1308, 7963, 9, 2596312)
(1308, 7963, 6, 8504850)
(1308, 7963, 9, 7458424)
(1308, 4594, 4, 3967624)
(1308, 7963, 8, 7807324)
(9952, 6164, 6, 5042689)
(1308, 6379, 7, 7849723)
(9952, 3451, 6, 4018927)
(1308, 4594, 6, 159351)
(1308, 7963, 4, 6406918)
(9952, 6164, 8, 8240200)
(9952, 9774, 1, 9270420)
(1308, 7963, 1, 2472081)
(1308, 7963, 10, 7393603)
(1308, 7963, 1, 7718184)
(1308, 7963, 6, 5207766)
(1308, 6379, 5, 7393684)
(1308, 4594, 10, 1020931)
(1308, 7963, 6, 6588892)
(1308, 7963, 4, 2140447)
(9952, 3451, 1, 1414952)
(9952, 3451, 2, 1755348)
(9952, 3451, 1, 8406235)
(9952, 6164, 2, 6697939)
(1308, 6379, 3, 5656639)
(1308, 6379, 7, 1190021)
(1308, 6379, 4, 2008651)
(1308, 7963, 3, 4272073)
(1308, 4594, 2, 9711089)
(9952, 3451, 6, 4502154)
(1308, 7963, 8, 9867239)
(1308, 7963, 2, 7230734)
(1308, 6379, 6, 2699706)
(1308, 4594, 8, 3144906)
(9952, 3451, 3, 7209426)
(1308, 7963, 2, 436750)
(1308, 6379, 2, 9938777)
(1308, 7963, 10, 820896)
(9952, 6164, 3, 1199454)
(1308, 4594, 9, 8716153)
(1308, 7963, 4, 2802323)
(1308, 4594, 6, 3717057)
(9952, 9774, 3, 8044261)
(1308, 4594, 8, 2072212)
(1308, 7963, 5, 6582418)
(1308, 7963, 1, 1631617)
(1308, 6379, 6, 4212408)
(9952, 3451, 10, 2551269)
(9952, 3451, 4, 5369120)
(1308, 4594, 2, 7548610)
(1308, 6379, 3, 765723)
(1308, 4594, 7, 5442509)
(1308, 4594, 4, 9654740)
(1308, 4594, 3, 677799)
(1308, 4594, 3, 7312753)
(1308, 7963, 10, 9103394)
(1308, 6379, 3, 7735907)
(1308, 6379, 8, 9673718)
(9952, 6164, 5, 2250411)
(9952, 9774, 9, 776646)
(1308, 7963, 7, 686133)
(9952, 9774, 7, 4183112)
(1308, 6379, 1, 5747816)
(1308, 7963, 8, 8399540)
(1308, 4594, 9, 8897135)
(1308, 4594, 3, 1851165)
(1308, 6379, 6, 4348259)
(1308, 4594, 5, 4218172)
(1308, 4594, 5, 85445)
(1308, 4594, 8, 602547)
(1308, 6379, 5, 8736411)
(1308, 4594, 8, 9405663)
(1308, 6379, 6, 9668182)
(9952, 6164, 2, 3411132)
(1308, 6379, 7, 4487250)
(1308, 6379, 6, 4373897)
(9952, 3451, 6, 6282037)
(1308, 7963, 3, 1943912)
(1308, 6379, 1, 8507707)
(1308, 6379, 2, 6911791)
(9952, 3451, 4, 6801952)
(1308, 7963, 6, 3027627)
(9952, 9774, 4, 527910)
(1308, 7963, 6, 8438353)
(9952, 9774, 3, 7280807)
(1308, 4594, 7, 7925361)
(9952, 6164, 5, 2148865)
(9952, 6164, 6, 513111)
(9952, 3451, 1, 1905286)
(1308, 4594, 9, 9417606)
(1308, 4594, 3, 3285098)
(1308, 4594, 1, 1980766)
(9952, 3451, 5, 114680)
(9952, 6164, 4, 6601686)
(1308, 6379, 3, 2312947)
(9952, 6164, 5, 5394491)
(1308, 4594, 4, 1294307)
(9952, 6164, 1, 1729882)
(9952, 6164, 9, 4655666)
(9952, 9774, 5, 789060)
(9952, 3451, 7, 7078382)
(9952, 3451, 7, 4757341)
(1308, 4594, 5, 1585692)
(9952, 6164, 2, 9837933)
(1308, 4594, 6, 2926458)
(9952, 3451, 4, 732913)
(1308, 7963, 5, 2949501)
(9952, 9774, 5, 2156098)
(9952, 6164, 9, 4944666)
(9952, 6164, 2, 3126697)
(9952, 3451, 1, 661242)
(1308, 6379, 10, 6153358)
(1308, 4594, 2, 6002650)
(1308, 7963, 7, 7336064)
(1308, 7963, 6, 6881926)
(1308, 7963, 5, 2251810)
(9952, 9774, 4, 4820610)
(9952, 9774, 4, 2004912)
(9952, 6164, 6, 7501083)
(1308, 7963, 9, 2199553)
(1308, 7963, 6, 6131688)
(1308, 6379, 10, 5090983)
(9952, 6164, 7, 2218650)
(1308, 6379, 9, 5303976)
(9952, 6164, 8, 6458546)
(1308, 6379, 1, 6723108)
(1308, 4594, 6, 3644640)
(9952, 9774, 3, 635514)
(9952, 3451, 2, 9383783)
(1308, 7963, 9, 9241454)
(1308, 4594, 9, 1517384)
(1308, 4594, 9, 3958389)
(1308, 6379, 1, 9052492)
(9952, 6164, 5, 5314959)
(9952, 6164, 4, 6750857)
(9952, 3451, 3, 7251846)
(1308, 7963, 8, 4910866)
(1308, 6379, 10, 1016766)
(9952, 6164, 7, 3840143)
(1308, 4594, 5, 7793200)
(9952, 6164, 9, 5543326)
(1308, 6379, 10, 9366225)
(1308, 6379, 9, 6708015)
(1308, 6379, 1, 8755090)
(9952, 6164, 9, 6949393)
(1308, 4594, 9, 5088636)
(9952, 6164, 1, 6332549)
(1308, 7963, 8, 7607479)
(9952, 6164, 2, 6033330)
(1308, 6379, 4, 8421001)
(1308, 4594, 2, 3715858)
(9952, 9774, 6, 9752033)
(9952, 3451, 5, 4162247)
(1308, 6379, 4, 4246446)
(9952, 6164, 3, 5726231)
(1308, 4594, 9, 7811724)
(9952, 6164, 8, 3545567)
(9952, 6164, 1, 5243270)
(9952, 9774, 8, 8477060)
(1308, 6379, 10, 3771011)
(9952, 3451, 6, 683639)
(1308, 4594, 2, 2304858)
(1308, 6379, 10, 3226326)
(1308, 7963, 1, 6829303)
(9952, 3451, 3, 2854831)
(1308, 6379, 5, 5021146)
(1308, 6379, 3, 1603515)
(9952, 6164, 1, 1855872)
(9952, 3451, 2, 8792856)
(1308, 4594, 4, 2873160)
(9952, 6164, 1, 596421)
(9952, 3451, 7, 3172496)
(1308, 7963, 2, 3823136)
(1308, 6379, 8, 3267733)
(9952, 6164, 3, 7065347)
(9952, 6164, 9, 8962831)
(1308, 7963, 1, 5022876)
(1308, 7963, 6, 7549830)
(9952, 9774, 7, 8913035)
(9952, 3451, 9, 1657979)
(1308, 4594, 8, 1181481)
(1308, 4594, 6, 6444804)
(1308, 6379, 7, 1592115)
(9952, 6164, 3, 2834419)
(9952, 6164, 10, 1531816)
(9952, 6164, 8, 4122021)
(9952, 9774, 5, 7300561)
(9952, 9774, 8, 1955481)
(9952, 3451, 7, 2479469)
(9952, 6164, 3, 1554621)
(9952, 6164, 8, 564875)
(9952, 9774, 1, 9600728)
(9952, 3451, 3, 5759695)
(1308, 6379, 6, 7438952)
(9952, 9774, 3, 9157407)
(9952, 9774, 6, 8141521)
(1308, 6379, 10, 5832131)
(9952, 3451, 6, 5961518)
(9952, 9774, 2, 5707114)
(1308, 4594, 3, 5753383)
(9952, 3451, 3, 2040431)
(9952, 6164, 5, 3926751)
(9952, 6164, 6, 2980695)
(9952, 6164, 2, 2490763)
(9952, 3451, 6, 2637463)
(1308, 4594, 7, 9810527)
(1308, 4594, 3, 2446148)
(1308, 7963, 3, 1298453)
(1308, 6379, 5, 1384286)
(1308, 6379, 3, 1466178)
(1308, 7963, 5, 8546152)
(9952, 3451, 6, 3328296)
(1308, 6379, 4, 5209555)
(9952, 6164, 1, 5208529)
(9952, 3451, 10, 6413863)
(1308, 6379, 7, 75219)
(9952, 3451, 5, 3673898)
(1308, 4594, 1, 1634656)
(9952, 3451, 6, 4111915)
(1308, 4594, 7, 9387720)
(1308, 7963, 10, 4096341)
(1308, 7963, 10, 9612376)
(1308, 7963, 8, 3168022)
(1308, 4594, 5, 9592592)
(1308, 7963, 4, 6837425)
(1308, 6379, 4, 311997)
(1308, 7963, 9, 8446796)
(1308, 6379, 4, 2351666)
(1308, 4594, 5, 8835444)
(9952, 9774, 5, 9134209)
(1308, 6379, 7, 5674499)
(1308, 7963, 10, 1179989)
(1308, 6379, 2, 1376900)
(1308, 6379, 3, 2519585)
(1308, 7963, 9, 1189499)
(1308, 7963, 9, 3428043)
(9952, 9774, 1, 7234798)
(9952, 6164, 5, 9329598)
(1308, 7963, 4, 2833145)
(9952, 3451, 10, 4483218)
(1308, 4594, 1, 9344216)
(9952, 6164, 4, 4506719)
(9952, 6164, 5, 1068664)
(1308, 4594, 4, 1057369)
(1308, 4594, 4, 727431)
(9952, 3451, 10, 7078405)
(1308, 4594, 7, 2535424)
(9952, 9774, 9, 2552250)
(9952, 6164, 3, 9948872)
(9952, 9774, 5, 276633)
(9952, 9774, 5, 395129)
(9952, 6164, 1, 8094043)
(1308, 6379, 2, 1418412)
(9952, 3451, 9, 3503125)
(9952, 3451, 4, 8084150)
(1308, 4594, 7, 1258591)
(9952, 6164, 2, 7935065)
(1308, 6379, 6, 6391813)
(9952, 3451, 5, 4728896)
(9952, 3451, 4, 8943649)
(1308, 4594, 3, 7213481)
(9952, 9774, 8, 9915401)
(9952, 3451, 4, 9439894)
(1308, 7963, 10, 5414448)
(1308, 6379, 9, 4597405)
(1308, 4594, 2, 6703586)
(1308, 7963, 3, 5949291)
(1308, 6379, 4, 4931616)
(1308, 4594, 2, 7086200)
(1308, 4594, 3, 1271485)
(9952, 6164, 3, 1547690)
(1308, 6379, 8, 9429621)
(9952, 3451, 8, 9555613)
(9952, 6164, 9, 3879300)
(9952, 9774, 4, 6934688)
(1308, 6379, 9, 8125429)
(9952, 3451, 4, 1382655)
(9952, 9774, 6, 8873407)
(1308, 4594, 3, 2087153)
(9952, 9774, 10, 8188253)
(1308, 6379, 7, 4866421)
(1308, 7963, 4, 5136942)
(9952, 3451, 5, 7883103)
(9952, 6164, 9, 8502625)
(1308, 7963, 3, 2227700)
(1308, 6379, 7, 8049820)
(1308, 6379, 7, 7446830)
(1308, 6379, 2, 2369114)
(9952, 6164, 3, 8154875)
(9952, 3451, 5, 6102619)
(1308, 4594, 7, 6075963)
(9952, 9774, 2, 7857251)
(1308, 6379, 5, 9737712)
(1308, 6379, 4, 4263351)
(1308, 4594, 7, 3401325)
(1308, 4594, 7, 2199354)
(9952, 6164, 2, 8154318)
(1308, 4594, 8, 240587)
(9952, 9774, 6, 2228748)
(1308, 4594, 1, 9983245)
(9952, 3451, 1, 5460043)
(1308, 6379, 7, 6798960)
(9952, 3451, 9, 8873976)
(1308, 6379, 10, 7197971)
(1308, 6379, 7, 723378)
(1308, 6379, 1, 1578841)
(1308, 6379, 8, 4573924)
(9952, 3451, 9, 3367935)
(9952, 9774, 5, 5807380)
(1308, 6379, 1, 2583085)
(9952, 6164, 1, 5247914)
(9952, 6164, 3, 7611386)
(9952, 9774, 4, 356206)
(1308, 6379, 8, 5391914)
(1308, 6379, 7, 8311272)
(9952, 9774, 4, 4164167)
(9952, 9774, 1, 6604066)
(1308, 4594, 5, 3159482)
(9952, 6164, 5, 2962403)
(9952, 9774, 3, 1277856)
(9952, 9774, 9, 8179710)
(1308, 4594, 2, 3316294)
(1308, 6379, 8, 113332)
(9952, 3451, 3, 7864438)
(9952, 3451, 10, 4277142)
(1308, 4594, 3, 6514255)
(1308, 7963, 10, 6598380)
(1308, 7963, 4, 138107)
(1308, 6379, 9, 9148843)
(1308, 6379, 5, 477350)
(9952, 9774, 5, 2848820)
(9952, 6164, 9, 7699434)
(9952, 9774, 6, 2956521)
(9952, 3451, 6, 7864569)
(9952, 9774, 6, 7088119)
(9952, 6164, 1, 1754838)
(1308, 4594, 3, 7720964)
(1308, 6379, 8, 5071428)
(9952, 3451, 5, 467679)
(1308, 7963, 6, 2324008)
(9952, 3451, 1, 672586)
(1308, 4594, 4, 6895679)
(1308, 6379, 6, 5286547)
(9952, 9774, 10, 2555506)
(9952, 9774, 8, 132358)
(9952, 9774, 10, 6575668)
(1308, 6379, 10, 5870477)
(1308, 6379, 8, 6682414)
(1308, 4594, 10, 5822589)
(1308, 6379, 5, 9820174)
(9952, 9774, 3, 6541422)
(1308, 7963, 2, 8712499)
(1308, 4594, 2, 8011817)
(9952, 6164, 1, 6741159)
(9952, 6164, 2, 1343626)
(1308, 6379, 2, 510303)
(9952, 6164, 7, 7643629)
(9952, 3451, 10, 5074901)
(9952, 6164, 2, 8666929)
(1308, 7963, 7, 9564180)
(1308, 4594, 4, 5744653)
(1308, 7963, 2, 9111183)
(9952, 9774, 2, 60926)
(1308, 6379, 3, 5155619)
(1308, 6379, 6, 9245144)
(1308, 7963, 1, 9995384)
(1308, 7963, 9, 4474479)
(1308, 6379, 5, 5870639)
(1308, 4594, 6, 6630443)
(9952, 9774, 7, 1513971)
(9952, 3451, 10, 5887539)
(9952, 9774, 1, 909714)
(9952, 9774, 4, 4847621)
(1308, 6379, 5, 457092)
(9952, 6164, 10, 9020222)
(9952, 9774, 5, 4585600)
(1308, 6379, 4, 7468123)
(1308, 6379, 10, 2825291)
(1308, 6379, 2, 5564074)
(1308, 6379, 3, 5521034)
(1308, 6379, 9, 1811135)
(9952, 3451, 6, 3499648)
(1308, 6379, 1, 3897002)
(1308, 6379, 5, 7615873)
(1308, 6379, 5, 3611099)
(9952, 9774, 8, 782875)
(1308, 6379, 8, 8904616)
(9952, 3451, 2, 7063685)
(1308, 4594, 7, 2838876)
(9952, 6164, 7, 7455262)
(1308, 4594, 6, 2200877)
(9952, 9774, 1, 6433391)
(1308, 7963, 3, 6696621)
(9952, 3451, 6, 8321447)
(1308, 7963, 9, 1384607)
(1308, 7963, 1, 9424179)
(1308, 6379, 7, 4377871)
(9952, 6164, 4, 3262086)
(1308, 7963, 6, 5078514)
(9952, 9774, 7, 7055842)
(1308, 4594, 10, 5527393)
(1308, 6379, 6, 6691403)
(9952, 3451, 9, 7566013)
(9952, 9774, 5, 5001465)
(1308, 6379, 8, 7159329)
(9952, 3451, 5, 6508688)
(1308, 7963, 7, 4152692)
(1308, 6379, 8, 2195281)
(9952, 6164, 10, 8965241)
(9952, 3451, 7, 2748732)
(1308, 6379, 9, 7296751)
(1308, 6379, 9, 8519137)
(1308, 6379, 9, 97986)
