(1, 103, 1, 3158636);
(1, 103, 7, 501246);
(1, 101, 8, 2887277);
(2, 202, 1, 5389897);
(1, 101, 2, 8295356);
(1, 102, 10, 5927391);
(2, 201, 5, 4713328);
(1, 103, 10, 5901651);
(1, 101, 2, 7841838);
(2, 201, 10, 17114);
(2, 202, 10, 2048200);
(2, 201, 1, 4199304);
(2, 202, 2, 8616450);
(2, 202, 6, 5192353);
(2, 202, 10, 2895237);
(1, 102, 3, 1944386);
(2, 201, 7, 6642748);
(1, 101, 2, 7127681);
(2, 201, 7, 7160039);
(1, 103, 4, 468238);
(1, 101, 5, 835363);
(1, 103, 6, 5116040);
(1, 102, 6, 3715988);
(2, 202, 3, 1197693);
(1, 103, 1, 6755224);
(1, 102, 3, 9375474);
(2, 202, 10, 3552371);
(2, 202, 1, 8793402);
(2, 203, 1, 1072256);
(2, 203, 6, 7453189);
(2, 202, 8, 8602865);
(1, 101, 1, 5583910);
(2, 202, 3, 2156715);
(1, 101, 6, 2329051);
(2, 202, 3, 5060062);
(1, 101, 1, 2939817);
(1, 101, 8, 1442933);
(1, 103, 8, 4742226);
(2, 202, 4, 4359890);
(1, 101, 4, 8127944);
(1, 103, 1, 5382864);
(2, 203, 10, 6018746);
(1, 103, 1, 8620758);
(2, 203, 8, 4584148);
(2, 202, 2, 9649547);
(1, 102, 1, 2700861);
(1, 103, 9, 6536797);
(1, 101, 10, 2959275);
(1, 101, 2, 5597453);
(1, 101, 2, 7075352);
(2, 203, 9, 305402);
(2, 203, 3, 7512895);
(1, 103, 4, 2625786);
(2, 202, 6, 5801943);
